cat_type,category,subcategory,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4
Wine,Portugal Wine,Portugal Rose Wine,"15,653","20,837","23,924","19,691","12,006"
Wine,Portugal Wine,Portugal Sparkling Wine,288,256,252,590,274
Wine,Portugal Wine,Portugal White Wine,"33,330","56,638","54,408","41,575","30,324"
Wine,Sake,Japan Sake,"58,407","65,927","49,306","78,681","71,345"
Wine,Sake,Other Country Sake,"2,378","3,159","3,279","2,936","2,643"
Wine,Sake,USA Sake,"82,605","81,855","59,124","90,577","80,427"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,75,0,0,4,4
Wine,South Africa Wine,South Africa Red Wine,"68,498","74,704","48,500","86,654","63,906"
Wine,South Africa Wine,South Africa Rose Wine,"3,595","9,913","6,791","3,668","5,004"
Wine,South Africa Wine,South Africa Sparkling Wine,526,108,63,130,324
Wine,South Africa Wine,South Africa White Wine,"75,318","90,205","68,570","100,387","84,092"
Wine,Spain Wine,Spain Fruit and Dessert Wine,549,267,144,322,414
Wine,Spain Wine,Spain Red Wine,"337,890","289,899","215,100","346,542","236,232"
Wine,Spain Wine,Spain Rose Wine,"24,184","24,842","24,747","9,589","9,302"
Wine,Spain Wine,Spain Sparkling Wine,"57,584","71,084","76,189","131,094","54,068"
Wine,Spain Wine,Spain White Wine,"38,642","39,413","32,359","24,830","22,167"
Wine,USA Wine,USA Fruit and Dessert Wine,12,12,10,353,15
Wine,USA Wine,USA Red Wine,"1,083,021","1,230,987","846,304","1,632,531","940,071"
Wine,USA Wine,USA Rose Wine,"94,122","109,676","102,358","99,721","72,414"
Wine,USA Wine,USA Sparkling Wine,"8,032","9,656","6,884","13,958","7,438"
Wine,USA Wine,USA White Wine,"325,956","423,074","359,192","454,055","293,347"
