cat_type,category,subcategory,period,litres
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q2,4429515
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q3,3043701
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q4,3072653
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q1,4511156
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q2,4948655
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q2,1177944
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q3,738390
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q4,723799
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q1,872614
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q2,760402
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q2,106680
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q3,33618
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q4,38312
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q1,94755
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q2,108705
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q2,14867931
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q3,8637393
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q4,9813719
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q1,20515535
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q2,22883637
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q2,180708
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q3,108038
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q4,123136
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q1,223814
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q2,245145
