cat_type,category,subcategory,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$117,899,989","$157,994,231","$152,841,189","$137,883,828","$116,698,822"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$23,322,538","$31,389,997","$33,030,747","$29,421,055","$28,989,529"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$28,950,620","$40,564,531","$41,528,503","$36,908,781","$31,136,044"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$9,485,356","$18,311,368","$17,922,271","$11,888,697","$13,052,262"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$198,394","$309,283","$323,903","$274,542","$267,850"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,016,810","$2,523,972","$2,217,827","$2,245,752","$1,873,881"
Beer,Import Beer,Asia And South Pacific Beer,"$1,536,704","$1,793,519","$1,953,642","$1,738,618","$1,688,499"
Beer,Import Beer,Europe Beer,"$23,253,426","$29,106,495","$29,339,557","$27,697,976","$24,648,936"
Beer,Import Beer,Mexico And Caribbean Beer,"$7,183,259","$14,359,256","$15,843,915","$8,395,108","$8,080,316"
Beer,Import Beer,Other Country Beer,"$47,385","$65,728","$74,183","$98,138","$155,423"
Beer,Import Beer,USA Beer,"$9,871,585","$14,441,523","$15,323,588","$11,589,624","$7,073,185"
