cat_type,category,subcategory,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1
Spirits,Other Spirits,Moonshine Spirits,"7,222","8,668","9,058","5,331","10,394"
Spirits,Other Spirits,Ready to Mix Cocktails,"27,596","30,251","22,110","21,536","20,196"
Spirits,Other Spirits,Ready to Serve Cocktails,"24,329","32,935","30,754","20,616","44,756"
Spirits,Other Spirits,Schnapps and Akvavit,"1,430","1,511","1,898","1,303","1,253"
Spirits,Rum,Amber Rum,"187,017","202,969","271,960","188,051","221,700"
Spirits,Rum,Dark Rum,"99,254","98,495","151,629","108,609","103,219"
Spirits,Rum,Flavoured Rum,"15,491","12,582","9,329","9,618","29,457"
Spirits,Rum,Spiced Rum,"233,208","268,047","435,824","233,022","271,417"
Spirits,Rum,White Rum,"301,284","317,002","329,249","263,905","316,082"
Spirits,Tequila,Blanco/Silver Tequila,"111,303","123,793","88,620","87,649","121,166"
Spirits,Tequila,Flavoured Tequila,"4,190","4,558","3,466","3,479","6,028"
Spirits,Tequila,Gold Tequila,"187,873","198,352","156,412","133,455","194,402"
Spirits,Tequila,Mezcal,"5,812","7,067","7,521","6,351","8,896"
Spirits,Vodka,Flavoured Vodka,"182,493","160,008","218,126","162,196","327,397"
Spirits,Vodka,Straight Vodka,"2,175,611","2,230,412","2,260,663","2,043,914","2,297,373"
Spirits,Whisky,American Whiskey,"58,152","65,811","80,178","60,539","68,243"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,317","2,257","4,430","2,770","3,104"
Spirits,Whisky,Blended Scotch Whisky,"251,667","240,211","296,607","253,533","264,215"
Spirits,Whisky,Bourbon Whiskey,"94,620","101,065","133,299","105,811","114,315"
Spirits,Whisky,Canadian Whisky,"1,118,752","1,108,149","1,338,166","1,022,849","1,195,009"
Spirits,Whisky,Flavoured Whisky,777,"7,993","12,408","1,996","1,791"
Spirits,Whisky,Irish Whiskey,"93,448","116,079","159,335","141,076","99,621"
Spirits,Whisky,Other Country Whisky,"12,041","12,356","16,166","14,352","13,020"
Spirits,Whisky,Single Malt Scotch Whisky,"119,342","116,106","192,675","110,898","131,796"
