cat_type,category,subcategory,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"34,224,683","36,520,115","29,203,940","27,732,706","32,950,795"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"8,530,284","8,945,609","6,759,522","6,254,444","7,896,359"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"13,939,859","14,348,715","11,600,540","10,874,933","14,141,049"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"10,356,316","11,602,917","7,143,905","6,972,737","10,272,870"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"25,391","35,189","21,597","15,795","20,876"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"213,524","226,733","183,845","154,342","159,972"
Beer,Import Beer,Asia And South Pacific Beer,"229,987","204,021","228,558","242,133","281,279"
Beer,Import Beer,Europe Beer,"4,832,675","4,275,921","4,335,935","3,836,302","4,179,909"
Beer,Import Beer,Mexico And Caribbean Beer,"664,524","682,488","368,644","288,576","482,388"
Beer,Import Beer,Other Country Beer,"88,674","55,491","80,574","88,396","102,199"
Beer,Import Beer,USA Beer,"414,227","465,968","319,550","303,080","368,734"
