cat_type,category,subcategory,period,litres
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q4,3074001
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q1,4511325
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q2,4969886
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q3,3123483
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q4,2909341
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q4,723849
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q1,872614
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q2,760452
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q3,483225
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q4,466593
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q4,38312
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q1,94755
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q2,108755
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q3,41943
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q4,525123
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q4,9812902
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q1,20506034
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q2,22860912
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q3,11413383
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q4,12345685
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q4,123136
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q1,223814
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q2,245143
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q3,136761
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q4,154451
