cat_type,category,subcategory,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1
Wine,Portugal Wine,Portugal Sparkling Wine,"$14,048","$8,340","$7,727","$4,590","$5,268"
Wine,Portugal Wine,Portugal White Wine,"$570,715","$547,365","$342,852","$326,474","$606,546"
Wine,Sake,Japan Sake,"$1,131,397","$1,213,363","$1,498,543","$1,398,143","$1,239,826"
Wine,Sake,Other Country Sake,"$80,603","$90,238","$70,082","$82,607","$83,827"
Wine,Sake,USA Sake,"$711,876","$676,502","$842,592","$831,162","$631,453"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,277,649","$1,379,310","$1,685,224","$1,395,284","$1,215,600"
Wine,South Africa Wine,South Africa Rose Wine,"$43,606","$79,090","$1,403","$2,670","$76,789"
Wine,South Africa Wine,South Africa Sparkling Wine,"$34,355","$35,012","$58,451","$28,076","$33,169"
Wine,South Africa Wine,South Africa White Wine,"$1,099,214","$1,190,408","$1,010,240","$875,223","$1,031,360"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$5,059","$11,511","$8,424","$16,765","$14,052"
Wine,Spain Wine,Spain Red Wine,"$4,467,641","$4,578,707","$5,777,041","$5,158,809","$3,856,715"
Wine,Spain Wine,Spain Rose Wine,"$243,700","$225,802","$104,820","$129,143","$259,067"
Wine,Spain Wine,Spain Sparkling Wine,"$1,160,406","$1,153,954","$2,203,402","$867,430","$1,140,121"
Wine,Spain Wine,Spain White Wine,"$370,534","$531,288","$422,340","$901,460","$401,368"
Wine,USA Wine,USA Fruit and Dessert Wine,"$5,746","$4,370","$2,720","$3,697","$1,227"
Wine,USA Wine,USA Red Wine,"$21,586,439","$19,308,394","$31,091,624","$20,131,938","$20,554,019"
Wine,USA Wine,USA Rose Wine,"$1,321,646","$1,355,926","$1,126,865","$1,058,760","$1,490,646"
Wine,USA Wine,USA Sparkling Wine,"$388,161","$368,465","$610,383","$266,901","$342,735"
Wine,USA Wine,USA White Wine,"$6,981,824","$7,448,392","$7,576,652","$5,885,145","$6,603,975"
