cat_type,category,subcategory,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$138,140,956","$116,905,608","$152,568,644","$150,347,741","$126,004,932"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$29,420,474","$29,044,325","$36,457,878","$39,387,699","$32,808,450"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$36,914,694","$31,596,625","$41,731,670","$42,604,640","$35,460,242"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$11,884,564","$13,043,782","$24,015,858","$22,410,220","$16,175,469"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$274,542","$271,441","$388,144","$498,839","$346,895"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,245,752","$1,878,655","$2,059,884","$2,007,002","$1,983,266"
Beer,Import Beer,Asia And South Pacific Beer,"$1,470,250","$1,465,471","$1,583,739","$1,791,448","$1,485,832"
Beer,Import Beer,Europe Beer,"$27,697,258","$24,640,665","$28,684,620","$28,975,718","$27,349,616"
Beer,Import Beer,Mexico And Caribbean Beer,"$8,394,199","$8,077,358","$15,229,817","$15,872,636","$8,659,501"
Beer,Import Beer,Other Country Beer,"$98,138","$155,423","$143,945","$195,544","$140,413"
Beer,Import Beer,USA Beer,"$11,588,081","$7,073,902","$7,356,603","$7,325,941","$5,839,321"
