cat_type,category,subcategory,period,litres
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q3,3044491
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2019/20 Q4,3073857
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q1,4511187
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q2,4969453
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2020/21 Q3,3117747
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q3,738590
Refreshment Beverages,Cider,Import Cider,Fiscal 2019/20 Q4,723849
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q1,872614
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q2,760452
Refreshment Beverages,Cider,Import Cider,Fiscal 2020/21 Q3,483225
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q3,33618
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2019/20 Q4,38312
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q1,94755
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q2,108755
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2020/21 Q3,41885
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q3,8637393
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2019/20 Q4,9813857
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q1,20515535
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q2,22884011
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2020/21 Q3,11425145
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q3,108038
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2019/20 Q4,123136
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q1,223814
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q2,245143
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2020/21 Q3,136761
