cat_type,category,subcategory,FY2024Q4,FY2025Q1,FY2025Q2,FY2025Q3,FY2025Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,99773566,117589922,118276668,101449830,92930598
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,30325740,37591846,40117682,30778399,28446270
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,42718258,54648886,55044231,48583767,43736465
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,33210351,48808745,49459271,36125187,33577344
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,83605,102222,202178,197971,137447
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,424913,555957,516105,465121,494464
Beer,Import Beer,Asia And South Pacific Beer,1558737,1770352,1925110,1763191,1660576
Beer,Import Beer,Europe Beer,16455461,17999560,18358912,17526825,16594001
Beer,Import Beer,Mexico And Caribbean Beer,2087743,2945867,3310361,2230143,1968851
Beer,Import Beer,Other Country Beer,615115,647958,716862,660592,617009
Beer,Import Beer,USA Beer,448256,615480,525573,253749,179983
