cat_type,category,subcategory,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$123,665,089","$108,627,092","$99,934,238","$124,660,375","$132,989,947"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$43,029,769","$34,146,108","$32,070,995","$42,342,992","$44,847,537"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$49,851,795","$44,348,845","$39,984,726","$52,596,421","$54,121,816"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$46,494,521","$32,639,074","$29,081,509","$45,370,365","$50,671,835"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$197,529","$152,018","$100,512","$193,925","$231,130"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$796,307","$617,698","$585,985","$769,801","$817,187"
Beer,Import Beer,Asia And South Pacific Beer,"$1,397,488","$1,463,254","$1,408,959","$1,808,571","$1,376,746"
Beer,Import Beer,Europe Beer,"$21,251,444","$18,990,817","$18,447,468","$22,697,288","$20,746,114"
Beer,Import Beer,Mexico And Caribbean Beer,"$3,548,843","$1,892,636","$2,131,294","$3,533,831","$3,703,193"
Beer,Import Beer,Other Country Beer,"$114,219","$83,450","$38,683","$25,964","$21,482"
Beer,Import Beer,USA Beer,"$1,580,502","$1,417,481","$1,381,088","$1,910,323","$2,115,058"
