cat_type,category,subcategory,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4
Spirits,Other Spirits,Moonshine Spirits,"6,081","8,510","9,224","14,580","8,025"
Spirits,Other Spirits,Ready to Mix Cocktails,"20,852","33,281","27,452","27,687","25,290"
Spirits,Other Spirits,Ready to Serve Cocktails,"55,000","96,277","123,146","73,342","61,598"
Spirits,Other Spirits,Schnapps and Akvavit,"1,051","1,427",917,"1,695","1,053"
Spirits,Rum,Amber Rum,"177,009","209,978","197,998","301,087","170,571"
Spirits,Rum,Dark Rum,"97,513","105,885","89,103","161,230","83,943"
Spirits,Rum,Flavoured Rum,"23,276","27,472","23,463","26,558","16,225"
Spirits,Rum,Spiced Rum,"213,085","263,992","253,059","484,154","208,982"
Spirits,Rum,White Rum,"236,902","306,139","308,914","334,035","239,519"
Spirits,Tequila,Blanco/Silver Tequila,"110,553","194,709","211,219","181,928","147,504"
Spirits,Tequila,Flavoured Tequila,"7,600","11,026","8,405","15,199","10,672"
Spirits,Tequila,Gold Tequila,"170,829","260,354","252,749","226,514","175,714"
Spirits,Tequila,Mezcal,"12,512","16,272","13,414","18,357","12,436"
Spirits,Vodka,Flavoured Vodka,"142,229","218,575","207,041","208,089","155,002"
Spirits,Vodka,Straight Vodka,"1,862,094","2,251,488","2,223,925","2,463,681","1,918,313"
Spirits,Whisky,American Whiskey,"60,844","80,856","64,327","105,679","69,776"
Spirits,Whisky,Blended Malt Scotch Whisky,"3,326","3,514","2,622","2,898","4,268"
Spirits,Whisky,Blended Scotch Whisky,"224,656","258,819","195,530","315,241","212,672"
Spirits,Whisky,Bourbon Whiskey,"124,815","158,264","110,653","194,894","131,789"
Spirits,Whisky,Canadian Whisky,"931,486","1,152,559","1,021,500","1,414,380","953,347"
Spirits,Whisky,Flavoured Whisky,"7,536","7,681","6,128","27,536","10,534"
Spirits,Whisky,Irish Whiskey,"153,243","138,202","134,030","215,893","153,503"
Spirits,Whisky,Other Country Whisky,"13,078","21,832","11,802","30,130","18,610"
Spirits,Whisky,Single Malt Scotch Whisky,"113,417","152,514","91,445","218,715","115,625"
