cat_type,category,subcategory,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1
Spirits,Other Spirits,Moonshine Spirits,"$313,055","$360,733","$400,499","$220,396","$387,007"
Spirits,Other Spirits,Ready to Mix Cocktails,"$558,334","$602,072","$455,267","$438,254","$397,969"
Spirits,Other Spirits,Ready to Serve Cocktails,"$611,702","$695,178","$875,285","$551,880","$1,049,488"
Spirits,Other Spirits,Schnapps and Akvavit,"$59,118","$62,805","$76,896","$57,349","$52,526"
Spirits,Rum,Amber Rum,"$5,116,755","$5,659,047","$7,618,934","$5,175,936","$6,139,612"
Spirits,Rum,Dark Rum,"$2,654,040","$2,521,038","$4,081,241","$2,845,892","$2,826,842"
Spirits,Rum,Flavoured Rum,"$401,844","$311,484","$241,962","$242,708","$818,436"
Spirits,Rum,Spiced Rum,"$6,544,461","$7,468,084","$12,280,914","$6,678,254","$7,742,164"
Spirits,Rum,White Rum,"$7,152,920","$7,508,840","$7,815,262","$6,232,424","$7,537,031"
Spirits,Tequila,Blanco/Silver Tequila,"$4,268,967","$4,788,962","$3,806,631","$3,632,968","$5,043,109"
Spirits,Tequila,Flavoured Tequila,"$152,288","$173,546","$133,560","$137,741","$237,141"
Spirits,Tequila,Gold Tequila,"$7,023,236","$7,521,873","$6,568,897","$5,477,409","$8,088,854"
Spirits,Tequila,Mezcal,"$376,782","$469,297","$513,936","$445,504","$587,008"
Spirits,Vodka,Flavoured Vodka,"$5,401,665","$4,803,140","$6,342,988","$4,699,419","$9,137,670"
Spirits,Vodka,Straight Vodka,"$54,861,015","$56,287,426","$57,372,892","$51,100,832","$57,441,820"
Spirits,Whisky,American Whiskey,"$2,050,661","$2,171,406","$2,869,994","$2,086,875","$2,404,991"
Spirits,Whisky,Blended Malt Scotch Whisky,"$169,333","$150,350","$392,390","$182,639","$228,830"
Spirits,Whisky,Blended Scotch Whisky,"$7,443,064","$7,095,421","$9,667,547","$7,488,015","$7,916,476"
Spirits,Whisky,Bourbon Whiskey,"$3,715,803","$3,819,642","$5,366,838","$4,092,620","$4,396,686"
Spirits,Whisky,Canadian Whisky,"$28,283,461","$28,015,830","$34,638,370","$26,164,588","$30,790,161"
Spirits,Whisky,Flavoured Whisky,"$21,251","$226,284","$360,617","$58,451","$50,787"
Spirits,Whisky,Irish Whiskey,"$3,441,589","$4,185,224","$5,910,416","$5,168,852","$3,831,866"
Spirits,Whisky,Other Country Whisky,"$920,513","$995,639","$1,399,644","$1,230,819","$980,632"
Spirits,Whisky,Single Malt Scotch Whisky,"$8,869,595","$8,576,014","$16,331,884","$8,749,041","$9,921,108"
