cat_type,category,subcategory,period,litres
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2021/22 Q1,36875706
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2021/22 Q2,35266771
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2021/22 Q3,30907380
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2021/22 Q4,27944655
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2022/23 Q1,34214712
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2021/22 Q1,8207821
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2021/22 Q2,8836325
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2021/22 Q3,6771472
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2021/22 Q4,6482776
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2022/23 Q1,8566303
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2021/22 Q1,13581174
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2021/22 Q2,13308580
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2021/22 Q3,11758239
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2021/22 Q4,10567789
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2022/23 Q1,13798902
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2021/22 Q1,11035881
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2021/22 Q2,10962503
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2021/22 Q3,7600035
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2021/22 Q4,6678532
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2022/23 Q1,10357363
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2021/22 Q1,28223
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2021/22 Q2,29757
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2021/22 Q3,21985
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2021/22 Q4,13202
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2022/23 Q1,25509
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2021/22 Q1,206978
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2021/22 Q2,217704
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2021/22 Q3,174793
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2021/22 Q4,165113
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2022/23 Q1,212748
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2021/22 Q1,239888
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2021/22 Q2,254727
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2021/22 Q3,270570
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2021/22 Q4,249099
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2022/23 Q1,313099
Beer,Import Beer,Europe Beer,Fiscal 2021/22 Q1,4832013
Beer,Import Beer,Europe Beer,Fiscal 2021/22 Q2,4771033
Beer,Import Beer,Europe Beer,Fiscal 2021/22 Q3,4256283
Beer,Import Beer,Europe Beer,Fiscal 2021/22 Q4,3941421
Beer,Import Beer,Europe Beer,Fiscal 2022/23 Q1,4832342
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2021/22 Q1,757252
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2021/22 Q2,713914
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2021/22 Q3,363156
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2021/22 Q4,388696
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2022/23 Q1,664559
Beer,Import Beer,Other Country Beer,Fiscal 2021/22 Q1,26884
Beer,Import Beer,Other Country Beer,Fiscal 2021/22 Q2,26917
Beer,Import Beer,Other Country Beer,Fiscal 2021/22 Q3,20945
Beer,Import Beer,Other Country Beer,Fiscal 2021/22 Q4,8878
Beer,Import Beer,Other Country Beer,Fiscal 2022/23 Q1,5548
Beer,Import Beer,USA Beer,Fiscal 2021/22 Q1,444376
Beer,Import Beer,USA Beer,Fiscal 2021/22 Q2,313244
Beer,Import Beer,USA Beer,Fiscal 2021/22 Q3,292848
Beer,Import Beer,USA Beer,Fiscal 2021/22 Q4,301161
Beer,Import Beer,USA Beer,Fiscal 2022/23 Q1,413674
