cat_type,category,subcategory,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,"$2,644","$7,312","$7,141","$2,674","$2,442"
Wine,Portugal Wine,Portugal Red Wine,"$810,466","$1,484,836","$1,048,667","$1,164,841","$1,129,249"
Wine,Portugal Wine,Portugal Rose Wine,"$241,580","$212,350","$143,574","$272,173","$284,590"
Wine,Portugal Wine,Portugal Sparkling Wine,"$6,806","$14,844","$7,053","$13,818","$7,307"
Wine,Portugal Wine,Portugal White Wine,"$723,948","$593,279","$455,033","$799,821","$811,388"
Wine,Sake,Japan Sake,"$1,857,108","$2,904,021","$2,436,284","$2,268,546","$2,179,934"
Wine,Sake,Other Country Sake,"$74,395","$71,041","$73,575","$68,646","$100,821"
Wine,Sake,USA Sake,"$561,809","$869,477","$783,209","$670,768","$597,269"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$719,$719,"$11,000","$4,789"
Wine,South Africa Wine,South Africa Red Wine,"$671,559","$1,251,824","$896,443","$839,016","$829,879"
Wine,South Africa Wine,South Africa Rose Wine,"$78,448","$48,010","$60,148","$114,470","$125,753"
Wine,South Africa Wine,South Africa Sparkling Wine,"$1,293","$3,197","$5,930","$2,527","$2,998"
Wine,South Africa Wine,South Africa White Wine,"$827,449","$1,218,936","$1,005,358","$1,145,336","$1,158,240"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$6,304","$11,224","$13,592","$13,176","$14,192"
Wine,Spain Wine,Spain Red Wine,"$2,912,127","$5,026,320","$3,682,968","$3,404,794","$3,197,428"
Wine,Spain Wine,Spain Rose Wine,"$228,484","$115,516","$114,558","$259,645","$291,627"
Wine,Spain Wine,Spain Sparkling Wine,"$1,288,884","$2,272,985","$979,751","$1,318,251","$1,402,612"
Wine,Spain Wine,Spain White Wine,"$445,423","$430,806","$409,071","$504,223","$524,502"
Wine,USA Wine,USA Fruit and Dessert Wine,$226,"$17,830",$343,$871,"$3,813"
Wine,USA Wine,USA Red Wine,"$19,312,911","$38,948,792","$22,126,114","$24,822,947","$23,384,390"
Wine,USA Wine,USA Rose Wine,"$1,334,048","$1,141,452","$845,714","$1,267,863","$1,188,933"
Wine,USA Wine,USA Sparkling Wine,"$174,706","$370,876","$211,417","$175,506","$153,019"
Wine,USA Wine,USA White Wine,"$6,287,968","$8,015,283","$5,315,782","$7,026,159","$6,963,030"
