cat_type,category,subcategory,FY2024Q2,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2
Spirits,Asian Spirits,China Spirits,13233,18632,17502,13431,13655
Spirits,Asian Spirits,Korea Spirits,75313,74640,75485,66314,76274
Spirits,Asian Spirits,Other Country Asian Spirits,3558,4047,3359,3506,3980
Spirits,Gin,Dry Gin,490257,424590,326680,424987,442089
Spirits,Gin,Flavoured Gin,39511,28847,20696,32377,32506
Spirits,Gin,Other Gin,13191,11336,9371,19223,15605
Spirits,Grape and Fruit Brandy,Armagnac,503,874,713,267,378
Spirits,Grape and Fruit Brandy,Brandy,67653,116418,72726,67201,62760
Spirits,Grape and Fruit Brandy,Cognac,19611,32074,18523,16195,16417
Spirits,Grape and Fruit Brandy,Eau de Vie,5024,8038,3550,5563,4776
Spirits,Grape and Fruit Brandy,Grappa And Marc,1164,1522,1134,1152,971
Spirits,Grape and Fruit Brandy,Pisco,3171,3184,2707,3311,3042
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,297961,362861,255641,305487,301249
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,75301,129886,65300,65638,14573
Spirits,Liqueurs,Cream/Dairy Liqueurs,296061,762718,199658,225650,278863
Spirits,Liqueurs,Fruit Liqueurs,223603,233256,162564,216531,238864
Spirits,Liqueurs,Nut Liqueurs,63528,70590,38743,55137,58760
Spirits,Liqueurs,Other Liqueurs,40681,44921,30060,34126,41260
Spirits,Liqueurs,Whiskey Liqueurs,41293,60085,38377,41857,43685
Spirits,Other Spirits,Cachaca,1414,832,1063,1124,1442
Spirits,Other Spirits,Flavoured Spirits,4155,14388,1933,2369,2877
Spirits,Other Spirits,Miscellaneous/Other Spirits,5032,4960,4526,3968,5383
Spirits,Other Spirits,Moonshine Spirits,15223,15069,11410,11808,14665
Spirits,Other Spirits,Ready to Mix Cocktails,29918,25622,24980,27133,28841
Spirits,Other Spirits,Ready to Serve Cocktails,126082,61930,59226,121388,124088
Spirits,Other Spirits,Schnapps and Akvavit,957,1242,877,874,870
Spirits,Rum,Amber Rum,199497,273174,148687,176788,181273
Spirits,Rum,Dark Rum,87920,132072,85054,84682,80504
Spirits,Rum,Flavoured Rum,18331,14373,12045,14267,15657
Spirits,Rum,Spiced Rum,247267,415689,184954,219930,221764
Spirits,Rum,White Rum,304296,309158,206580,278179,284130
Spirits,Tequila,Blanco/Silver Tequila,236423,174654,148923,210349,244509
Spirits,Tequila,Flavoured Tequila,18476,12890,10364,18072,20366
Spirits,Tequila,Gold Tequila,231150,192495,151754,221990,222106
Spirits,Tequila,Mezcal,16816,15564,14742,16769,17782
Spirits,Vodka,Flavoured Vodka,178085,167956,122220,145939,145912
Spirits,Vodka,Straight Vodka,2244285,2262499,1848933,2068204,2121436
Spirits,Whisky,American Whiskey,70639,88821,65037,73116,69545
Spirits,Whisky,Blended Malt Scotch Whisky,3793,5554,3309,3365,4379
Spirits,Whisky,Blended Scotch Whisky,214461,262227,198001,220489,201197
Spirits,Whisky,Bourbon Whiskey,124108,171050,119428,136296,124175
Spirits,Whisky,Canadian Whisky,1067436,1297095,917874,1066937,1045930
Spirits,Whisky,Flavoured Whisky,8828,29818,21533,17906,31126
Spirits,Whisky,Irish Whiskey,134551,190610,149786,115937,133056
Spirits,Whisky,Other Country Whisky,14741,25215,14428,19022,13961
Spirits,Whisky,Single Malt Scotch Whisky,101420,184334,87416,107401,90776
