cat_type,category,subcategory,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3
Spirits,Other Spirits,Moonshine Spirits,"$218,836","$109,566","$166,040","$240,730","$262,487"
Spirits,Other Spirits,Ready to Mix Cocktails,"$517,344","$464,141","$664,333","$714,083","$564,976"
Spirits,Other Spirits,Ready to Serve Cocktails,"$800,179","$436,246","$608,645","$671,659","$815,828"
Spirits,Other Spirits,Schnapps and Akvavit,"$126,919","$45,845","$62,539","$78,441","$87,279"
Spirits,Rum,Amber Rum,"$7,861,000","$4,522,469","$5,209,633","$5,417,327","$7,917,532"
Spirits,Rum,Dark Rum,"$4,258,234","$2,601,350","$2,811,279","$2,684,784","$4,266,712"
Spirits,Rum,Flavoured Rum,"$284,601","$209,054","$357,867","$387,325","$235,323"
Spirits,Rum,Spiced Rum,"$12,645,574","$5,591,446","$7,112,581","$7,453,368","$12,417,183"
Spirits,Rum,White Rum,"$9,018,543","$5,762,814","$7,966,694","$7,928,690","$9,194,644"
Spirits,Tequila,Blanco/Silver Tequila,"$2,156,938","$1,960,286","$2,906,684","$3,365,841","$2,656,467"
Spirits,Tequila,Flavoured Tequila,"$86,347","$91,271","$127,249","$147,876","$95,238"
Spirits,Tequila,Gold Tequila,"$4,737,878","$4,056,656","$6,020,123","$6,570,037","$5,294,931"
Spirits,Tequila,Mezcal,"$124,961","$100,520","$147,206","$138,155","$161,124"
Spirits,Vodka,Flavoured Vodka,"$3,651,951","$2,633,784","$3,478,709","$3,814,972","$3,854,048"
Spirits,Vodka,Straight Vodka,"$53,915,607","$40,829,748","$51,364,348","$53,969,279","$56,106,872"
Spirits,Whisky,American Whiskey,"$3,132,842","$1,952,596","$2,377,055","$2,470,199","$3,349,952"
Spirits,Whisky,Blended Malt Scotch Whisky,"$170,405","$134,944","$135,133","$100,356","$195,373"
Spirits,Whisky,Blended Scotch Whisky,"$8,713,409","$6,238,753","$7,127,793","$7,051,331","$9,165,236"
Spirits,Whisky,Bourbon Whiskey,"$3,881,396","$2,972,133","$3,075,079","$3,184,495","$4,677,084"
Spirits,Whisky,Canadian Whisky,"$34,347,892","$21,435,821","$26,430,717","$26,037,181","$34,452,601"
Spirits,Whisky,Flavoured Whisky,"$68,635","$38,126","$28,212","$13,876","$82,386"
Spirits,Whisky,Irish Whiskey,"$4,274,332","$3,432,848","$2,575,999","$2,991,885","$4,683,313"
Spirits,Whisky,Other Country Whisky,"$954,911","$494,037","$596,625","$569,128","$1,024,263"
Spirits,Whisky,Single Malt Scotch Whisky,"$14,965,868","$7,022,122","$8,446,264","$8,430,692","$16,861,073"
