cat_type,category,subcategory,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4
Spirits,Other Spirits,Moonshine Spirits,"$270,084","$319,804","$483,008","$424,527","$269,290"
Spirits,Other Spirits,Ready to Mix Cocktails,"$356,258","$455,998","$596,506","$376,071","$421,451"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,021,046","$1,904,670","$1,717,996","$2,023,137","$1,304,778"
Spirits,Other Spirits,Schnapps and Akvavit,"$47,926","$53,098","$63,388","$92,818","$47,108"
Spirits,Rum,Amber Rum,"$5,474,260","$6,108,770","$6,468,316","$9,163,781","$5,312,524"
Spirits,Rum,Dark Rum,"$2,662,785","$2,831,889","$2,769,141","$4,152,566","$2,800,161"
Spirits,Rum,Flavoured Rum,"$469,643","$744,698","$735,813","$651,727","$670,218"
Spirits,Rum,Spiced Rum,"$5,789,262","$6,923,773","$7,507,846","$13,088,524","$6,163,519"
Spirits,Rum,White Rum,"$5,635,232","$7,272,574","$7,585,779","$7,348,025","$5,585,375"
Spirits,Tequila,Blanco/Silver Tequila,"$3,967,448","$7,369,876","$8,854,003","$6,794,307","$5,512,358"
Spirits,Tequila,Flavoured Tequila,"$193,056","$405,139","$481,828","$337,738","$304,786"
Spirits,Tequila,Gold Tequila,"$6,198,864","$10,084,602","$11,644,103","$10,558,441","$8,884,822"
Spirits,Tequila,Mezcal,"$607,986","$703,362","$886,359","$867,013","$821,324"
Spirits,Vodka,Flavoured Vodka,"$4,264,613","$6,651,406","$6,996,319","$6,400,285","$4,098,151"
Spirits,Vodka,Straight Vodka,"$46,340,428","$55,824,882","$58,705,273","$59,648,862","$46,985,123"
Spirits,Whisky,American Whiskey,"$2,038,220","$2,423,753","$2,400,748","$3,507,481","$2,388,347"
Spirits,Whisky,Blended Malt Scotch Whisky,"$174,253","$164,997","$250,928","$386,557","$209,684"
Spirits,Whisky,Blended Scotch Whisky,"$7,118,401","$7,451,728","$7,565,514","$10,700,086","$7,205,015"
Spirits,Whisky,Bourbon Whiskey,"$4,465,291","$4,989,023","$4,624,197","$7,636,756","$5,370,282"
Spirits,Whisky,Canadian Whisky,"$24,560,094","$29,092,839","$28,079,886","$36,357,315","$24,457,224"
Spirits,Whisky,Flavoured Whisky,"$132,722","$211,138","$517,873","$549,273","$280,514"
Spirits,Whisky,Irish Whiskey,"$5,118,683","$4,359,002","$5,228,717","$7,256,211","$5,802,216"
Spirits,Whisky,Other Country Whisky,"$1,372,027","$1,199,551","$1,341,233","$2,252,362","$1,105,928"
Spirits,Whisky,Single Malt Scotch Whisky,"$9,940,472","$10,415,874","$12,515,137","$20,948,181","$10,143,243"
