cat_type,category,subcategory,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4
Spirits,Other Spirits,Moonshine Spirits,"8,025","14,043","15,223","15,071","11,410"
Spirits,Other Spirits,Ready to Mix Cocktails,"25,290","32,202","29,918","25,622","24,980"
Spirits,Other Spirits,Ready to Serve Cocktails,"53,066","123,524","141,636","79,736","72,773"
Spirits,Other Spirits,Schnapps and Akvavit,"1,053","1,008",957,"1,242",834
Spirits,Rum,Amber Rum,"170,572","187,451","199,497","273,174","148,687"
Spirits,Rum,Dark Rum,"83,943","93,784","87,920","132,072","85,054"
Spirits,Rum,Flavoured Rum,"16,225","17,730","14,893","12,276","10,033"
Spirits,Rum,Spiced Rum,"208,982","231,622","247,267","415,689","184,954"
Spirits,Rum,White Rum,"239,519","296,783","307,734","311,255","208,592"
Spirits,Tequila,Blanco/Silver Tequila,"147,504","222,207","236,423","174,654","148,923"
Spirits,Tequila,Flavoured Tequila,"10,672","17,020","18,476","12,890","10,364"
Spirits,Tequila,Gold Tequila,"175,714","236,152","231,150","192,495","151,754"
Spirits,Tequila,Mezcal,"12,436","17,896","16,816","15,564","14,742"
Spirits,Vodka,Flavoured Vodka,"155,005","201,066","178,085","167,956","122,178"
Spirits,Vodka,Straight Vodka,"1,918,450","2,172,417","2,244,285","2,262,480","1,848,482"
Spirits,Whisky,American Whiskey,"69,776","70,669","70,639","88,821","65,037"
Spirits,Whisky,Blended Malt Scotch Whisky,"4,268","3,268","3,793","5,554","3,309"
Spirits,Whisky,Blended Scotch Whisky,"212,672","233,563","214,461","262,227","198,001"
Spirits,Whisky,Bourbon Whiskey,"131,789","134,987","124,108","171,050","119,428"
Spirits,Whisky,Canadian Whisky,"953,587","1,083,582","1,067,432","1,297,095","917,804"
Spirits,Whisky,Flavoured Whisky,"10,534","9,403","8,828","29,818","21,533"
Spirits,Whisky,Irish Whiskey,"153,503","134,393","134,551","190,610","149,786"
Spirits,Whisky,Other Country Whisky,"18,610","18,580","14,741","25,215","14,428"
Spirits,Whisky,Single Malt Scotch Whisky,"115,625","116,753","101,420","184,334","87,416"
