cat_type,category,subcategory,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3
Wine,Portugal Wine,Portugal White Wine,"28,500","21,920","51,872","48,218","29,783"
Wine,Sake,Japan Sake,"35,173","36,970","38,074","39,266","46,932"
Wine,Sake,Other Country Sake,"3,160","2,874","3,180","3,458","2,897"
Wine,Sake,USA Sake,"92,174","98,838","83,101","78,290","97,184"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,0,0,0
Wine,South Africa Wine,South Africa Red Wine,"157,690","120,146","99,326","115,798","140,338"
Wine,South Africa Wine,South Africa Rose Wine,18,0,"3,287","6,252",99
Wine,South Africa Wine,South Africa Sparkling Wine,"5,727","2,888","2,487","2,434","3,630"
Wine,South Africa Wine,South Africa White Wine,"96,928","79,336","107,054","113,879","92,309"
Wine,Spain Wine,Spain Fruit and Dessert Wine,0,18,216,322,273
Wine,Spain Wine,Spain Red Wine,"435,399","375,870","332,040","373,347","431,954"
Wine,Spain Wine,Spain Rose Wine,"4,436","6,470","18,456","16,671","8,484"
Wine,Spain Wine,Spain Sparkling Wine,"136,854","45,475","72,434","69,638","138,100"
Wine,Spain Wine,Spain White Wine,"34,487","75,018","27,869","55,040","40,127"
Wine,USA Wine,USA Fruit and Dessert Wine,225,184,360,310,36
Wine,USA Wine,USA Red Wine,"1,614,013","1,039,428","1,111,201","999,589","1,553,643"
Wine,USA Wine,USA Rose Wine,"125,333","122,055","146,498","149,953","134,666"
Wine,USA Wine,USA Sparkling Wine,"41,212","19,216","25,508","23,125","37,530"
Wine,USA Wine,USA White Wine,"549,759","410,961","505,356","540,421","548,218"
