cat_type,category,subcategory,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,112,58,50,150,42
Wine,Portugal Wine,Portugal Red Wine,"84,226","91,698","89,567","104,211","96,188"
Wine,Portugal Wine,Portugal Rose Wine,"12,006","25,366","24,408","18,760","13,249"
Wine,Portugal Wine,Portugal Sparkling Wine,274,789,294,207,212
Wine,Portugal Wine,Portugal White Wine,"30,324","59,206","56,945","31,090","27,683"
Wine,Sake,Japan Sake,"71,613","61,227","60,155","70,716","62,094"
Wine,Sake,Other Country Sake,"2,643","2,729","3,663","3,222","2,713"
Wine,Sake,USA Sake,"80,427","66,596","58,274","73,933","71,950"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,4,68,30,60,0
Wine,South Africa Wine,South Africa Red Wine,"63,906","58,674","57,190","66,580","56,440"
Wine,South Africa Wine,South Africa Rose Wine,"5,004","8,892","10,216","4,012","4,449"
Wine,South Africa Wine,South Africa Sparkling Wine,324,81,133,93,577
Wine,South Africa Wine,South Africa White Wine,"84,092","89,986","89,612","73,606","74,948"
Wine,Spain Wine,Spain Fruit and Dessert Wine,414,475,417,312,346
Wine,Spain Wine,Spain Red Wine,"236,232","232,980","201,460","294,351","246,308"
Wine,Spain Wine,Spain Rose Wine,"9,302","23,270","26,556","12,410","18,032"
Wine,Spain Wine,Spain Sparkling Wine,"54,068","70,141","75,357","116,996","59,218"
Wine,Spain Wine,Spain White Wine,"22,167","32,828","28,593","31,247","26,563"
Wine,USA Wine,USA Fruit and Dessert Wine,15,24,96,30,22
Wine,USA Wine,USA Red Wine,"940,071","975,253","1,008,516","1,380,800","891,180"
Wine,USA Wine,USA Rose Wine,"72,414","90,243","82,498","72,960","64,382"
Wine,USA Wine,USA Sparkling Wine,"7,438","6,165","5,702","8,120","5,330"
Wine,USA Wine,USA White Wine,"293,347","378,005","375,976","382,745","312,354"
