cat_type,category,subcategory,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"48,512,946","46,487,521","40,498,492","34,647,859","45,619,582"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"5,597,740","5,972,354","5,180,074","5,317,977","7,018,478"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"10,090,814","10,499,328","9,044,807","8,008,298","10,178,107"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"5,124,926","5,304,429","2,814,939","2,680,042","5,056,898"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"40,086","39,901","27,045","29,216","42,215"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"722,172","697,069","572,290","548,808","637,879"
Beer,Import Beer,Asia And South Pacific Beer,"380,181","398,285","326,069","314,794","371,284"
Beer,Import Beer,Europe Beer,"6,423,421","6,481,183","5,893,469","5,176,329","6,510,852"
Beer,Import Beer,Mexico And Caribbean Beer,"2,754,303","2,947,939","1,458,951","1,360,646","2,763,113"
Beer,Import Beer,Other Country Beer,"13,473","12,767","10,671","10,267","13,702"
Beer,Import Beer,USA Beer,"3,388,968","3,667,047","2,553,893","2,312,288","3,400,374"
