cat_type,category,subcategory,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1
Spirits,Other Spirits,Moonshine Spirits,"$319,804","$483,008","$424,527","$269,458","$379,629"
Spirits,Other Spirits,Ready to Mix Cocktails,"$455,998","$596,506","$376,071","$421,451","$653,454"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,742,852","$1,559,073","$1,840,387","$1,195,074","$1,769,707"
Spirits,Other Spirits,Schnapps and Akvavit,"$53,098","$63,388","$92,818","$47,108","$58,238"
Spirits,Rum,Amber Rum,"$6,108,770","$6,468,316","$9,163,781","$5,312,524","$6,345,898"
Spirits,Rum,Dark Rum,"$2,831,889","$2,769,141","$4,152,566","$2,800,161","$3,012,374"
Spirits,Rum,Flavoured Rum,"$744,698","$735,813","$651,727","$670,218","$772,655"
Spirits,Rum,Spiced Rum,"$6,923,773","$7,507,846","$13,088,524","$6,163,519","$7,655,897"
Spirits,Rum,White Rum,"$7,272,574","$7,585,779","$7,348,025","$5,585,375","$7,247,963"
Spirits,Tequila,Blanco/Silver Tequila,"$7,369,876","$8,854,003","$6,794,307","$5,512,358","$9,058,701"
Spirits,Tequila,Flavoured Tequila,"$405,139","$481,828","$337,738","$304,786","$458,135"
Spirits,Tequila,Gold Tequila,"$10,084,602","$11,644,103","$10,558,441","$8,884,822","$12,813,947"
Spirits,Tequila,Mezcal,"$703,362","$886,359","$867,013","$821,324","$1,105,069"
Spirits,Vodka,Flavoured Vodka,"$6,651,406","$6,996,319","$6,400,285","$4,098,357","$6,412,874"
Spirits,Vodka,Straight Vodka,"$55,824,882","$58,705,273","$59,648,862","$46,986,007","$57,943,467"
Spirits,Whisky,American Whiskey,"$2,423,753","$2,400,748","$3,507,481","$2,388,347","$3,149,190"
Spirits,Whisky,Blended Malt Scotch Whisky,"$164,997","$250,928","$386,557","$209,684","$199,919"
Spirits,Whisky,Blended Scotch Whisky,"$7,451,728","$7,565,514","$10,700,086","$7,205,015","$8,644,451"
Spirits,Whisky,Bourbon Whiskey,"$4,989,023","$4,624,197","$7,636,756","$5,370,282","$6,767,524"
Spirits,Whisky,Canadian Whisky,"$29,092,839","$28,079,886","$36,357,315","$24,457,048","$30,249,761"
Spirits,Whisky,Flavoured Whisky,"$211,138","$517,873","$549,273","$280,514","$298,305"
Spirits,Whisky,Irish Whiskey,"$4,359,002","$5,228,717","$7,256,211","$5,802,216","$5,304,877"
Spirits,Whisky,Other Country Whisky,"$1,199,551","$1,341,233","$2,252,362","$1,105,928","$1,868,102"
Spirits,Whisky,Single Malt Scotch Whisky,"$10,415,874","$12,515,137","$20,948,181","$10,143,243","$13,539,095"
