cat_type,category,subcategory,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1
Spirits,Other Spirits,Moonshine Spirits,"$386,964","$444,380","$413,737","$270,084","$319,599"
Spirits,Other Spirits,Ready to Mix Cocktails,"$397,969","$514,595","$380,780","$356,258","$455,998"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,124,593","$1,573,361","$1,216,599","$1,028,197","$1,919,946"
Spirits,Other Spirits,Schnapps and Akvavit,"$53,130","$66,444","$88,494","$47,926","$52,328"
Spirits,Rum,Amber Rum,"$6,139,899","$6,234,195","$8,797,398","$5,474,260","$6,107,809"
Spirits,Rum,Dark Rum,"$2,826,254","$2,771,603","$4,261,026","$2,662,785","$2,831,889"
Spirits,Rum,Flavoured Rum,"$818,329","$601,362","$838,093","$469,643","$744,698"
Spirits,Rum,Spiced Rum,"$7,742,164","$7,953,711","$13,632,534","$5,789,262","$6,923,773"
Spirits,Rum,White Rum,"$7,537,031","$7,585,746","$7,503,286","$5,634,272","$7,272,359"
Spirits,Tequila,Blanco/Silver Tequila,"$5,043,109","$5,652,830","$4,160,969","$3,967,448","$7,369,876"
Spirits,Tequila,Flavoured Tequila,"$237,141","$277,547","$205,423","$193,056","$405,139"
Spirits,Tequila,Gold Tequila,"$8,088,854","$9,353,952","$6,985,119","$6,198,864","$10,084,602"
Spirits,Tequila,Mezcal,"$587,008","$634,364","$616,646","$607,986","$703,362"
Spirits,Vodka,Flavoured Vodka,"$9,141,332","$7,357,117","$5,526,932","$4,263,568","$6,647,562"
Spirits,Vodka,Straight Vodka,"$57,446,398","$58,612,167","$57,699,869","$46,338,223","$55,805,506"
Spirits,Whisky,American Whiskey,"$2,402,183","$2,284,602","$3,096,197","$2,051,957","$2,427,204"
Spirits,Whisky,Blended Malt Scotch Whisky,"$228,830","$163,772","$297,439","$174,253","$164,997"
Spirits,Whisky,Blended Scotch Whisky,"$7,916,476","$6,972,812","$10,350,671","$7,118,401","$7,451,728"
Spirits,Whisky,Bourbon Whiskey,"$4,396,686","$4,249,826","$6,623,323","$4,450,098","$4,984,946"
Spirits,Whisky,Canadian Whisky,"$30,794,521","$28,221,649","$36,707,456","$24,562,396","$29,084,064"
Spirits,Whisky,Flavoured Whisky,"$50,787","$271,651","$460,659","$132,722","$211,138"
Spirits,Whisky,Irish Whiskey,"$3,831,866","$4,289,107","$6,826,775","$5,118,683","$4,359,002"
Spirits,Whisky,Other Country Whisky,"$980,632","$1,210,872","$1,985,335","$1,372,027","$1,199,551"
Spirits,Whisky,Single Malt Scotch Whisky,"$9,921,108","$8,913,831","$20,265,769","$9,940,472","$10,415,874"
