cat_type,category,subcategory,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$116,201,396","$106,814,179","$136,255,648","$136,113,050","$104,828,373"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$31,269,752","$30,717,644","$36,404,117","$41,957,089","$33,890,159"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$42,297,742","$39,565,581","$46,101,431","$49,349,886","$40,890,858"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$17,324,389","$16,974,456","$27,027,582","$26,521,224","$25,535,401"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$132,437","$133,827","$98,562","$155,193","$138,039"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$1,351,037","$1,124,009","$933,641","$1,204,364","$851,843"
Beer,Import Beer,Asia And South Pacific Beer,"$1,594,334","$1,452,735","$1,060,200","$1,355,234","$1,141,080"
Beer,Import Beer,Europe Beer,"$26,669,843","$22,627,505","$25,283,291","$27,521,617","$19,165,533"
Beer,Import Beer,Mexico And Caribbean Beer,"$9,559,267","$9,178,503","$15,496,050","$18,748,064","$6,183,229"
Beer,Import Beer,Other Country Beer,"$80,217","$72,405","$54,429","$61,143","$80,740"
Beer,Import Beer,USA Beer,"$5,069,858","$2,346,370","$2,364,120","$2,035,606","$1,561,471"
