cat_type,category,subcategory,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$152,566,328","$150,336,814","$125,990,695","$109,850,773","$140,609,232"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$36,538,764","$39,445,244","$32,862,924","$31,896,382","$39,355,512"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$41,731,461","$42,654,043","$37,732,551","$33,832,390","$45,697,864"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$24,012,946","$22,374,040","$16,162,798","$14,032,681","$26,040,189"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$393,328","$500,528","$348,526","$357,299","$404,664"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,059,884","$2,007,055","$1,983,851","$1,542,962","$1,725,069"
Beer,Import Beer,Asia And South Pacific Beer,"$1,583,739","$1,791,448","$1,487,199","$1,514,801","$1,633,593"
Beer,Import Beer,Europe Beer,"$28,682,714","$28,976,874","$27,351,145","$23,170,011","$27,828,987"
Beer,Import Beer,Mexico And Caribbean Beer,"$15,229,338","$15,869,387","$8,653,506","$7,882,096","$14,961,769"
Beer,Import Beer,Other Country Beer,"$143,945","$195,544","$140,413","$106,176","$102,152"
Beer,Import Beer,USA Beer,"$7,349,825","$7,319,604","$5,837,360","$4,576,136","$6,687,705"
