cat_type,category,subcategory,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4,Fiscal 2024/25 Q1
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,"$2,674","$2,442","$8,361","$3,117","$1,295"
Wine,Portugal Wine,Portugal Red Wine,"$1,164,841","$1,129,249","$1,313,471","$1,236,324","$1,257,453"
Wine,Portugal Wine,Portugal Rose Wine,"$272,173","$284,590","$212,148","$155,168","$271,702"
Wine,Portugal Wine,Portugal Sparkling Wine,"$13,818","$7,307","$5,419","$6,038","$7,528"
Wine,Portugal Wine,Portugal White Wine,"$799,821","$811,388","$464,235","$416,190","$635,468"
Wine,Sake,Japan Sake,"$2,268,546","$2,179,934","$2,461,888","$2,141,909","$1,988,730"
Wine,Sake,Other Country Sake,"$68,913","$100,877","$87,896","$71,641","$87,092"
Wine,Sake,USA Sake,"$670,768","$597,269","$766,990","$747,507","$681,661"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,"$11,000","$4,789","$9,559",$0,$211
Wine,South Africa Wine,South Africa Red Wine,"$839,016","$829,879","$981,897","$805,590","$808,267"
Wine,South Africa Wine,South Africa Rose Wine,"$114,470","$125,753","$53,141","$54,971","$58,283"
Wine,South Africa Wine,South Africa Sparkling Wine,"$2,527","$2,998","$3,093","$11,972","$3,002"
Wine,South Africa Wine,South Africa White Wine,"$1,145,336","$1,158,240","$972,630","$962,011","$944,501"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$13,176","$14,192","$10,927","$11,863","$12,277"
Wine,Spain Wine,Spain Red Wine,"$3,403,633","$3,197,428","$4,424,975","$3,599,142","$3,174,836"
Wine,Spain Wine,Spain Rose Wine,"$259,645","$291,627","$134,670","$189,823","$203,404"
Wine,Spain Wine,Spain Sparkling Wine,"$1,318,251","$1,402,612","$2,144,225","$1,092,035","$1,164,367"
Wine,Spain Wine,Spain White Wine,"$505,384","$524,502","$469,132","$411,026","$539,014"
Wine,USA Wine,USA Fruit and Dessert Wine,$871,"$3,813",$662,$503,$686
Wine,USA Wine,USA Red Wine,"$23,415,757","$22,457,981","$31,162,665","$19,863,931","$21,990,286"
Wine,USA Wine,USA Rose Wine,"$1,267,863","$1,188,933","$873,890","$781,039","$855,410"
Wine,USA Wine,USA Sparkling Wine,"$175,506","$153,019","$209,722","$124,984","$148,985"
Wine,USA Wine,USA White Wine,"$7,026,159","$6,963,030","$7,113,235","$5,682,798","$7,029,379"
