cat_type,category,subcategory,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3
Spirits,Other Spirits,Moonshine Spirits,"$411,646","$202,168","$312,970","$360,095","$398,493"
Spirits,Other Spirits,Ready to Mix Cocktails,"$492,609","$439,131","$558,334","$602,072","$455,267"
Spirits,Other Spirits,Ready to Serve Cocktails,"$759,777","$414,944","$611,702","$695,178","$875,285"
Spirits,Other Spirits,Schnapps and Akvavit,"$86,654","$46,756","$59,118","$62,805","$76,617"
Spirits,Rum,Amber Rum,"$8,397,918","$4,538,980","$5,117,437","$5,664,657","$7,626,598"
Spirits,Rum,Dark Rum,"$4,151,244","$2,357,454","$2,653,358","$2,515,428","$4,073,577"
Spirits,Rum,Flavoured Rum,"$355,537","$225,040","$401,844","$311,484","$241,962"
Spirits,Rum,Spiced Rum,"$12,085,630","$5,947,583","$6,544,461","$7,468,084","$12,280,914"
Spirits,Rum,White Rum,"$8,378,702","$5,499,024","$7,152,920","$7,508,840","$7,815,262"
Spirits,Tequila,Blanco/Silver Tequila,"$3,254,466","$2,854,557","$4,268,967","$4,788,962","$3,806,631"
Spirits,Tequila,Flavoured Tequila,"$109,660","$100,947","$152,288","$173,546","$133,560"
Spirits,Tequila,Gold Tequila,"$5,933,490","$4,973,413","$7,023,236","$7,521,873","$6,568,897"
Spirits,Tequila,Mezcal,"$346,993","$336,384","$376,782","$469,297","$513,936"
Spirits,Vodka,Flavoured Vodka,"$3,626,244","$2,626,179","$4,509,244","$3,947,514","$5,447,071"
Spirits,Vodka,Straight Vodka,"$57,389,571","$44,588,974","$54,622,060","$56,058,497","$57,127,038"
Spirits,Whisky,American Whiskey,"$2,968,083","$2,302,022","$2,050,661","$2,171,406","$2,869,994"
Spirits,Whisky,Blended Malt Scotch Whisky,"$278,370","$156,655","$169,333","$150,350","$392,390"
Spirits,Whisky,Blended Scotch Whisky,"$9,419,447","$6,622,982","$7,443,064","$7,095,421","$9,667,547"
Spirits,Whisky,Bourbon Whiskey,"$5,028,204","$3,690,274","$3,715,803","$3,819,642","$5,366,838"
Spirits,Whisky,Canadian Whisky,"$34,879,184","$23,341,345","$27,973,985","$27,762,886","$34,381,967"
Spirits,Whisky,Flavoured Whisky,"$406,884","$209,109","$330,849","$479,228","$611,709"
Spirits,Whisky,Irish Whiskey,"$5,439,284","$4,429,078","$3,441,589","$4,185,224","$5,910,416"
Spirits,Whisky,Other Country Whisky,"$1,330,025","$924,607","$920,513","$995,639","$1,399,644"
Spirits,Whisky,Single Malt Scotch Whisky,"$15,709,618","$9,550,510","$8,869,595","$8,576,014","$16,331,884"
