cat_type,category,subcategory,Fiscal 2015/16 Q1,Fiscal 2015/16 Q2,Fiscal 2015/16 Q3,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$173,628,845","$163,756,001","$148,943,932","$121,198,594","$162,845,886"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$16,988,008","$20,686,134","$19,862,814","$19,051,413","$24,630,320"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$32,389,411","$34,532,790","$31,742,046","$27,071,675","$35,919,400"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$15,818,440","$15,679,261","$11,332,123","$10,877,140","$18,460,618"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$169,352","$209,169","$184,506","$186,476","$266,712"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$2,801,993","$2,921,565","$2,619,411","$2,304,105","$2,560,056"
Beer,Import Beer,Asia And South Pacific Beer,"$1,759,035","$1,935,735","$1,685,655","$1,476,216","$1,816,808"
Beer,Import Beer,Europe Beer,"$25,807,050","$27,532,078","$26,891,040","$23,280,651","$28,248,249"
Beer,Import Beer,Mexico And Caribbean Beer,"$13,619,467","$14,744,190","$8,632,368","$7,443,022","$13,960,819"
Beer,Import Beer,Other Country Beer,"$38,914","$48,241","$42,022","$46,977","$58,474"
Beer,Import Beer,USA Beer,"$13,395,399","$14,268,206","$11,799,863","$10,446,299","$14,073,973"
