cat_type,category,subcategory,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$104,813,002","$99,967,797","$129,417,456","$123,675,383","$108,642,917"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$30,968,280","$29,815,811","$40,364,385","$41,793,058","$33,143,419"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$44,193,288","$38,210,006","$51,962,657","$50,625,805","$44,868,880"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$25,558,530","$28,203,174","$46,997,703","$46,498,322","$32,648,271"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$129,763","$150,630","$193,810","$190,661","$145,377"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$641,534","$636,361","$1,079,243","$1,115,662","$895,638"
Beer,Import Beer,Asia And South Pacific Beer,"$1,141,080","$1,122,806","$1,243,069","$1,397,488","$1,463,254"
Beer,Import Beer,Europe Beer,"$19,165,293","$17,343,406","$21,474,627","$21,251,499","$18,988,818"
Beer,Import Beer,Mexico And Caribbean Beer,"$6,182,590","$1,807,867","$3,689,701","$3,548,890","$1,894,518"
Beer,Import Beer,Other Country Beer,"$80,740","$122,427","$117,914","$114,274","$83,505"
Beer,Import Beer,USA Beer,"$1,561,208","$1,608,974","$2,078,953","$1,580,616","$1,416,320"
