cat_type,category,subcategory,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2
Spirits,Other Spirits,Moonshine Spirits,"$406,568","$656,506","$390,965","$641,873","$688,043"
Spirits,Other Spirits,Ready to Mix Cocktails,"$532,448","$561,077","$506,119","$628,568","$589,462"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,715,017","$1,677,079","$1,238,963","$2,497,464","$2,709,685"
Spirits,Other Spirits,Schnapps and Akvavit,"$39,800","$71,312","$42,768","$42,066","$38,017"
Spirits,Rum,Amber Rum,"$6,023,552","$9,370,492","$5,203,086","$5,683,599","$6,146,286"
Spirits,Rum,Dark Rum,"$2,530,120","$4,636,316","$2,379,644","$2,625,621","$2,522,369"
Spirits,Rum,Flavoured Rum,"$673,294","$771,760","$490,232","$502,578","$432,939"
Spirits,Rum,Spiced Rum,"$7,374,748","$14,089,515","$6,277,696","$6,968,589","$7,417,941"
Spirits,Rum,White Rum,"$7,349,438","$7,933,138","$5,733,294","$7,170,324","$7,482,550"
Spirits,Tequila,Blanco/Silver Tequila,"$9,825,731","$9,194,962","$7,009,150","$10,540,593","$11,351,090"
Spirits,Tequila,Flavoured Tequila,"$345,750","$812,776","$535,606","$834,421","$899,775"
Spirits,Tequila,Gold Tequila,"$12,625,685","$13,230,184","$10,168,127","$11,923,358","$12,395,635"
Spirits,Tequila,Mezcal,"$925,485","$1,301,602","$898,931","$1,299,093","$1,135,103"
Spirits,Vodka,Flavoured Vodka,"$6,031,555","$6,128,636","$4,818,925","$6,262,448","$5,443,815"
Spirits,Vodka,Straight Vodka,"$58,375,523","$64,448,879","$49,853,721","$57,710,224","$60,083,494"
Spirits,Whisky,American Whiskey,"$2,408,393","$4,440,420","$2,752,239","$2,809,603","$2,754,113"
Spirits,Whisky,Blended Malt Scotch Whisky,"$165,290","$266,077","$281,678","$212,854","$254,372"
Spirits,Whisky,Blended Scotch Whisky,"$6,798,876","$11,485,521","$7,572,461","$8,068,380","$7,564,064"
Spirits,Whisky,Bourbon Whiskey,"$4,851,660","$9,095,583","$5,878,635","$6,127,863","$5,608,379"
Spirits,Whisky,Canadian Whisky,"$27,130,141","$38,457,482","$25,561,806","$29,187,491","$28,983,205"
Spirits,Whisky,Flavoured Whisky,"$237,687","$1,020,953","$364,651","$328,701","$359,011"
Spirits,Whisky,Irish Whiskey,"$5,118,210","$8,874,455","$5,949,074","$5,316,171","$5,308,816"
Spirits,Whisky,Other Country Whisky,"$965,549","$2,851,930","$1,463,444","$1,585,406","$1,249,125"
Spirits,Whisky,Single Malt Scotch Whisky,"$8,287,972","$21,208,820","$11,802,807","$10,572,826","$9,465,169"
