cat_type,category,subcategory,Fiscal 2015/16 Q1,Fiscal 2015/16 Q2,Fiscal 2015/16 Q3,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1
Spirits,Other Spirits,Moonshine Spirits,"$196,054","$218,267","$235,166","$130,731","$145,670"
Spirits,Other Spirits,Ready to Mix Cocktails,"$725,366","$775,101","$556,356","$516,208","$695,285"
Spirits,Other Spirits,Ready to Serve Cocktails,"$503,905","$554,516","$482,163","$339,078","$567,707"
Spirits,Other Spirits,Schnapps and Akvavit,"$39,950","$65,349","$118,716","$60,085","$68,686"
Spirits,Rum,Amber Rum,"$5,161,001","$5,798,807","$8,234,116","$4,296,969","$5,483,571"
Spirits,Rum,Dark Rum,"$2,593,454","$2,825,395","$4,292,372","$2,527,308","$2,652,896"
Spirits,Rum,Flavoured Rum,"$237,595","$262,277","$206,954","$168,901","$408,285"
Spirits,Rum,Spiced Rum,"$7,162,043","$7,832,219","$12,412,594","$5,737,288","$7,415,859"
Spirits,Rum,White Rum,"$7,753,022","$8,643,607","$9,398,007","$6,075,708","$8,026,962"
Spirits,Tequila,Blanco/Silver Tequila,"$1,788,367","$2,035,616","$1,867,893","$1,507,352","$2,438,246"
Spirits,Tequila,Flavoured Tequila,"$96,775","$117,312","$160,767","$132,294","$197,884"
Spirits,Tequila,Gold Tequila,"$4,677,523","$5,527,895","$4,508,827","$3,564,290","$5,314,832"
Spirits,Tequila,Mezcal,"$87,480","$83,181","$73,055","$77,566","$147,826"
Spirits,Vodka,Flavoured Vodka,"$3,190,164","$3,733,985","$3,608,460","$2,662,667","$3,399,281"
Spirits,Vodka,Straight Vodka,"$46,791,552","$51,157,090","$54,884,905","$40,390,778","$50,825,874"
Spirits,Whisky,American Whiskey,"$2,049,406","$2,339,247","$3,016,063","$1,995,465","$2,354,714"
Spirits,Whisky,Blended Malt Scotch Whisky,"$48,920","$54,434","$124,056","$71,808","$76,779"
Spirits,Whisky,Blended Scotch Whisky,"$6,750,987","$6,971,000","$9,284,541","$6,342,897","$7,458,266"
Spirits,Whisky,Bourbon Whiskey,"$2,309,881","$2,467,404","$3,372,322","$2,816,790","$2,767,776"
Spirits,Whisky,Canadian Whisky,"$23,963,353","$24,635,813","$34,234,764","$22,710,545","$25,159,213"
Spirits,Whisky,Flavoured Whisky,$0,"$48,120","$53,451","$55,573","$18,575"
Spirits,Whisky,Irish Whiskey,"$1,778,510","$2,010,578","$3,504,687","$2,729,418","$2,155,405"
Spirits,Whisky,Other Country Whisky,"$148,700","$265,458","$833,107","$430,295","$442,332"
Spirits,Whisky,Single Malt Scotch Whisky,"$6,859,677","$7,156,578","$14,892,974","$7,429,628","$8,210,736"
