cat_type,category,subcategory,period,netsales
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2017/18 Q2,19076246
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2017/18 Q3,11962673
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2017/18 Q4,11479296
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q1,17651181
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q2,19240344
Refreshment Beverages,Cider,Import Cider,Fiscal 2017/18 Q2,6945603
Refreshment Beverages,Cider,Import Cider,Fiscal 2017/18 Q3,3950922
Refreshment Beverages,Cider,Import Cider,Fiscal 2017/18 Q4,3797100
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q1,6443193
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q2,6093264
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2017/18 Q2,4447109
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2017/18 Q3,2021028
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2017/18 Q4,1515788
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q1,1134515
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q2,928161
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2017/18 Q2,38327583
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2017/18 Q3,19756606
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2017/18 Q4,20126591
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q1,45596568
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q2,52477707
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2017/18 Q2,927241
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2017/18 Q3,581736
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2017/18 Q4,508623
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q1,727966
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q2,941547
