cat_type,category,subcategory,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,"$10,506","$2,644","$7,312","$7,141","$2,674"
Wine,Portugal Wine,Portugal Red Wine,"$1,189,560","$810,466","$1,484,836","$1,048,667","$1,164,841"
Wine,Portugal Wine,Portugal Rose Wine,"$218,555","$241,580","$212,350","$143,574","$272,173"
Wine,Portugal Wine,Portugal Sparkling Wine,"$5,376","$6,806","$14,844","$7,053","$13,818"
Wine,Portugal Wine,Portugal White Wine,"$724,244","$723,948","$593,279","$455,033","$799,821"
Wine,Sake,Japan Sake,"$2,515,655","$1,857,108","$2,904,021","$2,436,284","$2,268,546"
Wine,Sake,Other Country Sake,"$72,010","$74,395","$71,041","$73,575","$68,646"
Wine,Sake,USA Sake,"$758,017","$561,809","$869,477","$783,209","$670,768"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$719,$719,"$11,000"
Wine,South Africa Wine,South Africa Red Wine,"$989,847","$671,559","$1,251,824","$896,443","$839,016"
Wine,South Africa Wine,South Africa Rose Wine,"$119,208","$78,448","$48,010","$60,148","$114,470"
Wine,South Africa Wine,South Africa Sparkling Wine,"$2,462","$1,293","$3,197","$5,930","$2,527"
Wine,South Africa Wine,South Africa White Wine,"$1,088,149","$827,449","$1,218,936","$1,005,358","$1,145,336"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$10,007","$6,304","$11,224","$13,592","$13,176"
Wine,Spain Wine,Spain Red Wine,"$3,995,770","$2,912,127","$5,026,320","$3,682,968","$3,404,794"
Wine,Spain Wine,Spain Rose Wine,"$262,237","$228,484","$115,516","$114,558","$259,645"
Wine,Spain Wine,Spain Sparkling Wine,"$1,221,545","$1,288,884","$2,272,985","$979,751","$1,318,251"
Wine,Spain Wine,Spain White Wine,"$554,550","$445,423","$430,806","$409,071","$504,223"
Wine,USA Wine,USA Fruit and Dessert Wine,$276,$226,"$17,830",$343,$871
Wine,USA Wine,USA Red Wine,"$28,932,386","$19,312,911","$38,948,792","$22,126,114","$24,822,947"
Wine,USA Wine,USA Rose Wine,"$1,319,739","$1,334,048","$1,141,452","$845,714","$1,267,863"
Wine,USA Wine,USA Sparkling Wine,"$228,336","$174,706","$370,876","$211,417","$175,506"
Wine,USA Wine,USA White Wine,"$7,367,769","$6,287,968","$8,015,283","$5,315,782","$7,026,159"
