cat_type,category,subcategory,Fiscal 2016/17 Q2,Fiscal 2016/17 Q3,Fiscal 2016/17 Q4,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2
Wine,Sake,Japan Sake,"$1,005,367","$1,061,818","$1,123,441","$1,131,397","$1,213,363"
Wine,Sake,Other Country Sake,"$81,312","$72,990","$67,382","$80,417","$90,238"
Wine,Sake,USA Sake,"$667,615","$800,892","$835,703","$711,876","$676,502"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,473,194","$1,774,436","$1,403,293","$1,277,649","$1,379,310"
Wine,South Africa Wine,South Africa Rose Wine,$555,$306,$0,"$43,606","$79,090"
Wine,South Africa Wine,South Africa Sparkling Wine,"$81,545","$69,353","$41,440","$34,355","$35,012"
Wine,South Africa Wine,South Africa White Wine,"$1,146,564","$1,013,263","$844,408","$1,099,214","$1,190,408"
Wine,Spain Wine,Spain Fruit and Dessert Wine,$0,$0,"$1,340","$5,059","$11,511"
Wine,Spain Wine,Spain Red Wine,"$4,629,870","$5,822,584","$4,742,560","$4,467,641","$4,578,707"
Wine,Spain Wine,Spain Rose Wine,"$150,297","$56,023","$76,476","$243,700","$225,802"
Wine,Spain Wine,Spain Sparkling Wine,"$1,068,515","$2,118,353","$749,220","$1,160,406","$1,153,954"
Wine,Spain Wine,Spain White Wine,"$403,755","$374,055","$610,783","$370,534","$531,288"
Wine,USA Wine,USA Fruit and Dessert Wine,"$7,113","$4,428","$3,288","$5,746","$4,370"
Wine,USA Wine,USA Red Wine,"$20,687,636","$30,137,439","$19,071,327","$21,568,431","$19,298,220"
Wine,USA Wine,USA Rose Wine,"$1,061,270","$1,016,740","$1,047,684","$1,321,646","$1,355,926"
Wine,USA Wine,USA Sparkling Wine,"$405,237","$632,730","$284,185","$388,161","$368,465"
Wine,USA Wine,USA White Wine,"$7,594,518","$7,512,000","$5,578,486","$6,981,824","$7,448,392"
