cat_type,category,subcategory,FY2024Q2,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2
Refreshment Beverages,Cider,Domestic Cider,3876125,2476053,2352984,3180355,3630433
Refreshment Beverages,Cider,Import Cider,683887,598919,456640,647830,691478
Refreshment Beverages,Coolers,Malt-Based Coolers,165001,73898,44484,70037,117201
Refreshment Beverages,Coolers,Spirit Coolers,22296955,12851705,12905468,19280694,21815871
Refreshment Beverages,Coolers,Wine/Fruit Coolers,293008,181722,133809,156275,142499
