cat_type,category,subcategory,period,litres
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2017/18 Q2,4852691
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2017/18 Q3,3144448
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2017/18 Q4,2990590
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q1,4528193
Refreshment Beverages,Cider,Domestic Cider,Fiscal 2018/19 Q2,4801539
Refreshment Beverages,Cider,Import Cider,Fiscal 2017/18 Q2,1503736
Refreshment Beverages,Cider,Import Cider,Fiscal 2017/18 Q3,857410
Refreshment Beverages,Cider,Import Cider,Fiscal 2017/18 Q4,813999
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q1,1408923
Refreshment Beverages,Cider,Import Cider,Fiscal 2018/19 Q2,1333964
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2017/18 Q2,1037840
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2017/18 Q3,451459
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2017/18 Q4,333408
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q1,249901
Refreshment Beverages,Coolers,Malt-Based Coolers,Fiscal 2018/19 Q2,206546
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2017/18 Q2,8988626
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2017/18 Q3,4457005
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2017/18 Q4,4506097
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q1,10515316
Refreshment Beverages,Coolers,Spirit Coolers,Fiscal 2018/19 Q2,11831319
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2017/18 Q2,173200
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2017/18 Q3,109075
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2017/18 Q4,93548
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q1,132436
Refreshment Beverages,Coolers,Wine/Fruit Coolers,Fiscal 2018/19 Q2,163481
