cat_type,category,subcategory,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2
Wine,Portugal Wine,Portugal Rose Wine,"$256,632","$169,831","$169,802","$218,555","$241,580"
Wine,Portugal Wine,Portugal Sparkling Wine,"$12,580","$12,335","$6,599","$5,376","$6,806"
Wine,Portugal Wine,Portugal White Wine,"$646,541","$408,276","$441,242","$724,244","$723,948"
Wine,Sake,Japan Sake,"$1,867,091","$2,573,600","$1,932,075","$2,510,194","$1,850,898"
Wine,Sake,Other Country Sake,"$77,640","$64,155","$52,806","$72,010","$73,903"
Wine,Sake,USA Sake,"$645,349","$823,955","$763,237","$758,017","$561,809"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,$0,"$11,558",$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,024,488","$1,289,468","$907,775","$989,847","$671,559"
Wine,South Africa Wine,South Africa Rose Wine,"$110,806","$40,802","$44,918","$119,208","$78,448"
Wine,South Africa Wine,South Africa Sparkling Wine,"$6,074","$5,340","$9,006","$2,462","$1,293"
Wine,South Africa Wine,South Africa White Wine,"$1,004,152","$861,411","$849,550","$1,088,149","$827,449"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$17,543","$11,884","$20,060","$14,579","$10,192"
Wine,Spain Wine,Spain Red Wine,"$4,258,980","$5,530,548","$4,336,035","$3,995,770","$2,912,127"
Wine,Spain Wine,Spain Rose Wine,"$366,353","$225,566","$191,567","$262,237","$228,484"
Wine,Spain Wine,Spain Sparkling Wine,"$1,302,722","$2,014,349","$933,445","$1,217,312","$1,286,863"
Wine,Spain Wine,Spain White Wine,"$756,843","$660,957","$452,201","$558,783","$447,445"
Wine,USA Wine,USA Fruit and Dessert Wine,$812,$418,$276,$276,$226
Wine,USA Wine,USA Red Wine,"$24,564,766","$38,918,633","$23,962,111","$28,932,386","$19,311,151"
Wine,USA Wine,USA Rose Wine,"$1,656,855","$1,126,675","$990,854","$1,319,739","$1,334,048"
Wine,USA Wine,USA Sparkling Wine,"$316,176","$442,304","$182,550","$228,336","$174,706"
Wine,USA Wine,USA White Wine,"$6,636,152","$7,354,183","$5,414,911","$7,367,769","$6,288,291"
