cat_type,category,subcategory,Fiscal 2017/18 Q1,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"45,862,299","44,659,561","40,402,775","33,690,844","43,982,131"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"7,087,167","7,495,540","6,375,798","6,483,952","8,121,966"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"11,252,467","11,576,035","10,072,010","8,805,623","11,109,954"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"5,064,070","4,955,091","3,306,213","3,510,652","6,346,366"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"43,956","44,321","37,382","38,599","59,821"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"665,917","581,963","574,596","517,770","539,506"
Beer,Import Beer,Asia And South Pacific Beer,"374,048","407,159","360,137","342,995","323,390"
Beer,Import Beer,Europe Beer,"6,483,614","6,604,547","6,104,495","5,477,699","6,423,036"
Beer,Import Beer,Mexico And Caribbean Beer,"2,766,775","3,076,901","1,587,782","1,518,988","2,939,890"
Beer,Import Beer,Other Country Beer,"13,903","16,644","21,937","37,674","33,936"
Beer,Import Beer,USA Beer,"3,411,660","3,621,650","2,713,398","1,636,473","1,731,618"
