cat_type,category,subcategory,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2
Wine,Portugal Wine,Portugal Rose Wine,"$263,631","$182,671","$157,034","$274,459","$256,632"
Wine,Portugal Wine,Portugal Sparkling Wine,"$8,177","$3,734","$4,625","$8,450","$12,580"
Wine,Portugal Wine,Portugal White Wine,"$631,556","$438,023","$408,919","$633,842","$646,541"
Wine,Sake,Japan Sake,"$1,629,139","$1,721,551","$1,859,796","$1,610,470","$1,867,091"
Wine,Sake,Other Country Sake,"$79,045","$68,894","$77,250","$83,479","$77,640"
Wine,Sake,USA Sake,"$597,273","$723,242","$740,547","$603,235","$645,349"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,$0,"$3,239","$6,934",$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,055,302","$1,401,413","$1,290,499","$1,139,683","$1,024,488"
Wine,South Africa Wine,South Africa Rose Wine,"$104,831","$29,733","$9,108","$94,504","$110,806"
Wine,South Africa Wine,South Africa Sparkling Wine,"$4,763","$4,536","$5,198","$5,597","$6,074"
Wine,South Africa Wine,South Africa White Wine,"$796,226","$912,745","$895,251","$1,041,338","$1,004,152"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$6,083","$6,391","$5,610","$9,179","$17,543"
Wine,Spain Wine,Spain Red Wine,"$5,116,636","$4,807,732","$4,881,870","$4,666,716","$4,258,980"
Wine,Spain Wine,Spain Rose Wine,"$556,178","$187,952","$295,574","$407,345","$366,353"
Wine,Spain Wine,Spain Sparkling Wine,"$1,106,640","$1,806,530","$925,529","$1,087,464","$1,302,722"
Wine,Spain Wine,Spain White Wine,"$857,034","$426,949","$717,705","$667,695","$756,843"
Wine,USA Wine,USA Fruit and Dessert Wine,"$2,373","$1,451","$1,297",$771,$812
Wine,USA Wine,USA Red Wine,"$22,586,564","$35,574,725","$22,399,628","$25,016,692","$24,553,495"
Wine,USA Wine,USA Rose Wine,"$1,506,179","$1,263,805","$1,009,161","$1,807,846","$1,656,855"
Wine,USA Wine,USA Sparkling Wine,"$275,146","$392,209","$258,367","$333,185","$316,176"
Wine,USA Wine,USA White Wine,"$7,036,706","$6,972,599","$5,653,708","$6,820,735","$6,636,152"
