cat_type,category,subcategory,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3
Wine,Portugal Wine,Portugal Rose Wine,"$182,671","$157,034","$274,459","$256,632","$169,831"
Wine,Portugal Wine,Portugal Sparkling Wine,"$3,734","$4,625","$8,450","$12,580","$12,335"
Wine,Portugal Wine,Portugal White Wine,"$438,023","$408,919","$633,842","$646,541","$408,276"
Wine,Sake,Japan Sake,"$1,721,551","$1,859,796","$1,610,470","$1,867,091","$2,573,600"
Wine,Sake,Other Country Sake,"$68,894","$77,250","$83,479","$77,640","$64,155"
Wine,Sake,USA Sake,"$723,242","$740,547","$603,235","$645,349","$823,955"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,"$3,239","$6,934",$0,$0,$0
Wine,South Africa Wine,South Africa Red Wine,"$1,401,413","$1,290,499","$1,139,683","$1,024,488","$1,289,468"
Wine,South Africa Wine,South Africa Rose Wine,"$29,733","$9,108","$94,504","$110,806","$40,802"
Wine,South Africa Wine,South Africa Sparkling Wine,"$4,536","$5,198","$5,597","$6,074","$5,340"
Wine,South Africa Wine,South Africa White Wine,"$912,745","$895,251","$1,041,338","$1,004,152","$861,411"
Wine,Spain Wine,Spain Fruit and Dessert Wine,"$6,391","$5,610","$9,179","$17,543","$11,884"
Wine,Spain Wine,Spain Red Wine,"$4,807,732","$4,881,870","$4,666,716","$4,258,980","$5,530,548"
Wine,Spain Wine,Spain Rose Wine,"$187,952","$295,574","$407,345","$366,353","$225,566"
Wine,Spain Wine,Spain Sparkling Wine,"$1,806,530","$925,529","$1,087,464","$1,302,722","$2,014,349"
Wine,Spain Wine,Spain White Wine,"$426,949","$717,705","$667,695","$756,843","$660,957"
Wine,USA Wine,USA Fruit and Dessert Wine,"$1,451","$1,297",$771,$812,$418
Wine,USA Wine,USA Red Wine,"$35,574,725","$22,399,628","$25,016,692","$24,554,376","$38,918,633"
Wine,USA Wine,USA Rose Wine,"$1,263,805","$1,009,161","$1,807,846","$1,656,855","$1,126,675"
Wine,USA Wine,USA Sparkling Wine,"$392,209","$258,367","$333,185","$316,176","$442,304"
Wine,USA Wine,USA White Wine,"$6,972,599","$5,653,708","$6,820,735","$6,636,152","$7,354,183"
