cat_type,category,subcategory,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4
Spirits,Other Spirits,Moonshine Spirits,"$202,168","$313,309","$360,941","$400,652","$220,396"
Spirits,Other Spirits,Ready to Mix Cocktails,"$439,131","$558,334","$602,072","$455,267","$438,254"
Spirits,Other Spirits,Ready to Serve Cocktails,"$414,944","$611,702","$695,178","$875,285","$551,880"
Spirits,Other Spirits,Schnapps and Akvavit,"$46,756","$59,118","$62,805","$76,896","$57,349"
Spirits,Rum,Amber Rum,"$4,538,980","$5,117,437","$5,664,657","$7,626,598","$5,180,070"
Spirits,Rum,Dark Rum,"$2,357,454","$2,653,358","$2,515,428","$4,073,577","$2,839,951"
Spirits,Rum,Flavoured Rum,"$225,040","$401,844","$311,484","$241,962","$242,708"
Spirits,Rum,Spiced Rum,"$5,947,583","$6,544,461","$7,468,084","$12,280,914","$6,678,254"
Spirits,Rum,White Rum,"$5,499,024","$7,152,920","$7,508,840","$7,815,262","$6,232,424"
Spirits,Tequila,Blanco/Silver Tequila,"$2,854,557","$4,268,967","$4,788,962","$3,806,631","$3,632,968"
Spirits,Tequila,Flavoured Tequila,"$100,947","$152,288","$173,546","$133,560","$137,741"
Spirits,Tequila,Gold Tequila,"$4,973,413","$7,023,236","$7,521,873","$6,568,897","$5,477,409"
Spirits,Tequila,Mezcal,"$336,384","$376,782","$469,297","$513,936","$445,504"
Spirits,Vodka,Flavoured Vodka,"$3,195,101","$5,399,945","$4,797,549","$6,335,488","$4,695,865"
Spirits,Vodka,Straight Vodka,"$44,759,376","$54,855,482","$56,274,496","$57,358,554","$51,093,365"
Spirits,Whisky,American Whiskey,"$2,302,022","$2,050,661","$2,171,406","$2,869,994","$2,086,875"
Spirits,Whisky,Blended Malt Scotch Whisky,"$156,655","$169,333","$150,350","$392,390","$182,206"
Spirits,Whisky,Blended Scotch Whisky,"$6,622,982","$7,443,064","$7,095,421","$9,667,547","$7,488,015"
Spirits,Whisky,Bourbon Whiskey,"$3,690,274","$3,715,803","$3,819,642","$5,366,838","$4,092,620"
Spirits,Whisky,Canadian Whisky,"$23,341,345","$27,973,863","$27,762,886","$34,387,278","$25,812,933"
Spirits,Whisky,Flavoured Whisky,"$209,109","$330,849","$479,228","$611,709","$407,863"
Spirits,Whisky,Irish Whiskey,"$4,429,078","$3,441,589","$4,185,224","$5,910,416","$5,168,852"
Spirits,Whisky,Other Country Whisky,"$924,607","$920,513","$995,639","$1,399,644","$1,230,819"
Spirits,Whisky,Single Malt Scotch Whisky,"$9,550,510","$8,869,595","$8,576,014","$16,331,884","$8,749,041"
