cat_type,category,subcategory,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1
Refreshment Beverages,Cider,Domestic Cider,"$18,359,844","$19,338,499","$13,231,765","$12,906,680","$18,859,377"
Refreshment Beverages,Cider,Import Cider,"$5,357,134","$5,209,520","$3,310,312","$3,106,891","$3,673,216"
Refreshment Beverages,Coolers,Malt-Based Coolers,"$671,096","$499,914","$170,031","$191,575","$462,493"
Refreshment Beverages,Coolers,Spirit Coolers,"$60,606,875","$66,022,549","$38,815,379","$44,451,680","$92,473,021"
Refreshment Beverages,Coolers,Wine/Fruit Coolers,"$1,333,359","$1,139,990","$658,202","$710,839","$1,398,378"
