cat_type,category,subcategory,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2
Spirits,Other Spirits,Moonshine Spirits,"8,349","8,764","4,757","7,210","8,581"
Spirits,Other Spirits,Ready to Mix Cocktails,"31,639","23,977","21,631","27,596","30,251"
Spirits,Other Spirits,Ready to Serve Cocktails,"25,140","26,395","13,952","24,329","32,935"
Spirits,Other Spirits,Schnapps and Akvavit,"1,600","2,176","1,126","1,430","1,500"
Spirits,Rum,Amber Rum,"200,798","298,411","163,991","187,044","203,283"
Spirits,Rum,Dark Rum,"98,938","155,904","88,059","99,227","98,181"
Spirits,Rum,Flavoured Rum,"12,736","14,123","8,874","15,491","12,582"
Spirits,Rum,Spiced Rum,"272,192","433,466","208,884","233,208","268,047"
Spirits,Rum,White Rum,"321,004","353,357","231,896","301,284","317,002"
Spirits,Tequila,Blanco/Silver Tequila,"98,054","79,307","70,951","110,395","123,044"
Spirits,Tequila,Flavoured Tequila,"3,550","2,845","2,660","4,190","4,558"
Spirits,Tequila,Gold Tequila,"190,804","151,721","125,555","187,430","198,191"
Spirits,Tequila,Mezcal,"5,145","5,866","5,524","7,162","7,977"
Spirits,Vodka,Flavoured Vodka,"139,946","129,766","96,026","164,909","141,750"
Spirits,Vodka,Straight Vodka,"2,205,668","2,268,394","1,782,664","2,170,198","2,225,238"
Spirits,Whisky,American Whiskey,"71,604","82,028","71,479","61,785","69,419"
Spirits,Whisky,Blended Malt Scotch Whisky,"1,569","2,835","2,020","2,317","2,257"
Spirits,Whisky,Blended Scotch Whisky,"221,138","306,905","221,364","251,667","240,211"
Spirits,Whisky,Bourbon Whiskey,"92,681","118,056","86,974","90,987","97,457"
Spirits,Whisky,Canadian Whisky,"1,075,848","1,354,911","929,677","1,107,328","1,098,935"
Spirits,Whisky,Flavoured Whisky,739,"14,522","7,311","12,200","17,199"
Spirits,Whisky,Irish Whiskey,"100,793","150,627","123,609","93,448","116,079"
Spirits,Whisky,Other Country Whisky,"11,487","15,989","11,598","12,041","12,356"
Spirits,Whisky,Single Malt Scotch Whisky,"106,969","189,590","113,990","119,342","116,106"
