cat_type,category,subcategory,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$136,117,705","$104,813,002","$99,967,797","$129,418,267","$123,738,758"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$38,491,783","$30,968,280","$29,811,066","$40,317,704","$41,632,445"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$53,204,848","$44,192,778","$38,210,006","$51,961,424","$50,550,781"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$26,556,218","$25,558,539","$28,203,174","$46,997,703","$46,532,573"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$150,470","$129,763","$150,630","$193,810","$187,009"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$862,128","$641,534","$636,145","$1,078,748","$1,114,418"
Beer,Import Beer,Asia And South Pacific Beer,"$1,355,516","$1,141,080","$1,122,806","$1,242,965","$1,397,377"
Beer,Import Beer,Europe Beer,"$27,520,449","$19,165,293","$17,343,406","$21,474,468","$21,252,049"
Beer,Import Beer,Mexico And Caribbean Beer,"$18,746,416","$6,182,590","$1,807,867","$3,689,295","$3,551,276"
Beer,Import Beer,Other Country Beer,"$61,143","$80,740","$122,427","$117,914","$114,388"
Beer,Import Beer,USA Beer,"$2,033,265","$1,561,208","$1,608,974","$2,078,953","$1,578,324"
