cat_type,category,subcategory,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$133,075,665","$106,715,981","$102,516,159","$126,535,486","$124,740,491"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$44,290,434","$34,143,574","$31,001,291","$39,745,001","$41,233,595"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$55,212,336","$45,287,800","$41,745,046","$54,479,328","$54,922,108"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$50,638,852","$31,958,906","$32,008,194","$47,603,233","$49,295,892"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$281,629","$156,255","$104,256","$128,899","$176,234"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$959,513","$765,780","$640,548","$678,903","$768,978"
Beer,Import Beer,Asia And South Pacific Beer,"$1,064,503","$1,273,471","$1,365,776","$1,583,505","$1,672,698"
Beer,Import Beer,Europe Beer,"$20,748,354","$21,097,466","$19,066,654","$21,031,660","$21,173,322"
Beer,Import Beer,Mexico And Caribbean Beer,"$3,701,521","$2,002,320","$1,666,199","$2,742,970","$3,366,544"
Beer,Import Beer,Other Country Beer,"$333,726","$488,406","$529,595","$615,967","$644,477"
Beer,Import Beer,USA Beer,"$2,120,302","$1,523,403","$1,381,857","$1,706,141","$846,074"
