cat_type,category,subcategory,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4,Fiscal 2024/25 Q1
Refreshment Beverages,Cider,Domestic Cider,"$20,186,526","$21,392,397","$13,636,629","$12,833,609","$17,355,055"
Refreshment Beverages,Cider,Import Cider,"$4,026,326","$3,561,401","$3,018,955","$2,436,011","$3,382,661"
Refreshment Beverages,Coolers,Malt-Based Coolers,"$754,660","$816,425","$380,890","$235,697","$363,377"
Refreshment Beverages,Coolers,Spirit Coolers,"$108,562,112","$116,217,113","$68,018,552","$68,695,173","$101,430,056"
Refreshment Beverages,Coolers,Wine/Fruit Coolers,"$2,037,666","$2,008,364","$1,248,176","$1,040,297","$1,275,019"
