cat_type,category,subcategory,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$126,923,239","$110,593,394","$141,688,059","$134,179,764","$116,240,452"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$30,810,436","$30,053,505","$37,123,540","$38,835,383","$32,582,885"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$39,237,433","$35,399,386","$47,515,112","$47,928,370","$40,848,687"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$16,662,216","$14,393,830","$26,349,602","$22,709,909","$17,342,715"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$156,252","$178,441","$233,987","$268,878","$175,975"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$1,675,331","$1,362,835","$1,564,850","$1,536,660","$1,303,196"
Beer,Import Beer,Asia And South Pacific Beer,"$1,487,199","$1,518,103","$1,650,275","$1,840,546","$1,581,511"
Beer,Import Beer,Europe Beer,"$27,350,248","$23,177,333","$27,841,385","$27,817,935","$26,661,712"
Beer,Import Beer,Mexico And Caribbean Beer,"$8,652,725","$7,881,960","$14,956,735","$15,504,973","$9,559,995"
Beer,Import Beer,Other Country Beer,"$140,567","$106,176","$102,492","$115,957","$79,967"
Beer,Import Beer,USA Beer,"$5,837,275","$4,581,223","$6,702,073","$6,751,130","$5,065,791"
