cat_type,category,subcategory,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2
Wine,Portugal Wine,Portugal Rose Wine,"26,608","17,707","16,202","28,760","28,306"
Wine,Portugal Wine,Portugal Sparkling Wine,302,158,216,375,538
Wine,Portugal Wine,Portugal White Wine,"52,170","34,410","33,100","52,401","52,847"
Wine,Sake,Japan Sake,"47,842","52,470","50,789","49,398","55,000"
Wine,Sake,Other Country Sake,"4,171","3,559","4,083","4,392","4,121"
Wine,Sake,USA Sake,"63,481","75,611","79,435","61,552","70,970"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,14,45,0,0
Wine,South Africa Wine,South Africa Red Wine,"82,302","112,706","109,375","97,877","74,742"
Wine,South Africa Wine,South Africa Rose Wine,"9,759","2,693",706,"6,768","10,252"
Wine,South Africa Wine,South Africa Sparkling Wine,261,180,230,256,274
Wine,South Africa Wine,South Africa White Wine,"73,686","80,880","83,876","99,262","90,180"
Wine,Spain Wine,Spain Fruit and Dessert Wine,171,160,162,329,763
Wine,Spain Wine,Spain Red Wine,"478,876","365,282","410,721","403,298","369,328"
Wine,Spain Wine,Spain Rose Wine,"72,780","21,238","39,519","54,358","49,795"
Wine,Spain Wine,Spain Sparkling Wine,"69,401","114,261","56,988","66,892","80,191"
Wine,Spain Wine,Spain White Wine,"102,884","39,288","81,382","69,019","81,991"
Wine,USA Wine,USA Fruit and Dessert Wine,130,68,66,32,36
Wine,USA Wine,USA Red Wine,"1,066,034","1,716,754","1,138,444","1,138,069","1,112,952"
Wine,USA Wine,USA Rose Wine,"146,290","128,826","107,800","152,767","137,256"
Wine,USA Wine,USA Sparkling Wine,"14,560","20,342","13,009","15,100","12,631"
Wine,USA Wine,USA White Wine,"481,152","450,023","381,230","439,909","402,900"
