cat_type,category,subcategory,Fiscal 2019/20 Q1,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$141,646,021","$134,200,944","$116,204,070","$106,914,666","$136,291,576"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$35,505,118","$37,183,312","$31,239,142","$30,654,703","$36,189,244"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$49,178,170","$49,601,605","$42,323,120","$39,555,938","$46,083,810"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$26,379,742","$22,769,249","$17,355,666","$17,014,195","$27,049,163"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$145,914","$186,851","$102,552","$111,092","$105,921"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$1,605,849","$1,569,430","$1,350,500","$1,123,212","$920,552"
Beer,Import Beer,Asia And South Pacific Beer,"$1,650,275","$1,841,561","$1,592,319","$1,452,004","$1,060,086"
Beer,Import Beer,Europe Beer,"$27,842,630","$27,818,395","$26,668,626","$22,640,413","$25,285,817"
Beer,Import Beer,Mexico And Caribbean Beer,"$14,956,690","$15,501,341","$9,559,267","$9,194,751","$15,514,283"
Beer,Import Beer,Other Country Beer,"$102,492","$115,957","$80,217","$72,405","$54,429"
Beer,Import Beer,USA Beer,"$6,702,343","$6,753,548","$5,069,596","$2,347,766","$2,364,899"
