cat_type,category,subcategory,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4,Fiscal 2024/25 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"$126,532,433","$124,738,165","$105,252,126","$99,757,324","$117,587,025"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"$40,114,032","$41,649,754","$32,702,896","$29,986,732","$37,047,423"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"$54,033,691","$54,512,947","$46,875,941","$43,067,253","$54,868,496"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"$47,602,705","$49,294,044","$34,897,681","$33,207,460","$48,802,302"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"$128,679","$180,007","$214,719","$87,585","$105,467"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"$811,271","$876,328","$618,759","$436,369","$548,329"
Beer,Import Beer,Asia And South Pacific Beer,"$1,583,505","$1,672,812","$1,558,647","$1,558,737","$1,770,352"
Beer,Import Beer,Europe Beer,"$21,031,042","$21,172,119","$18,568,604","$16,454,576","$17,995,528"
Beer,Import Beer,Mexico And Caribbean Beer,"$2,742,809","$3,366,585","$1,953,174","$2,087,743","$2,946,027"
Beer,Import Beer,Other Country Beer,"$615,967","$644,477","$612,907","$615,115","$647,958"
Beer,Import Beer,USA Beer,"$1,706,141","$848,487","$600,338","$448,256","$615,614"
