cat_type,category,subcategory,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3
Spirits,Other Spirits,Moonshine Spirits,"$656,506","$390,965","$641,873","$688,543","$669,167"
Spirits,Other Spirits,Ready to Mix Cocktails,"$561,077","$506,119","$628,568","$589,462","$508,478"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,677,079","$1,238,963","$2,497,464","$2,709,685","$2,083,703"
Spirits,Other Spirits,Schnapps and Akvavit,"$71,312","$42,768","$42,066","$38,017","$48,572"
Spirits,Rum,Amber Rum,"$9,370,492","$5,203,086","$5,683,599","$6,146,286","$8,587,716"
Spirits,Rum,Dark Rum,"$4,636,316","$2,379,644","$2,625,621","$2,522,369","$3,880,281"
Spirits,Rum,Flavoured Rum,"$771,760","$490,232","$502,578","$432,939","$372,700"
Spirits,Rum,Spiced Rum,"$14,089,515","$6,277,696","$6,968,589","$7,417,941","$12,344,985"
Spirits,Rum,White Rum,"$7,933,138","$5,733,294","$7,170,324","$7,482,550","$7,549,754"
Spirits,Tequila,Blanco/Silver Tequila,"$9,194,962","$7,009,150","$10,540,593","$11,351,090","$8,899,184"
Spirits,Tequila,Flavoured Tequila,"$812,776","$535,606","$834,421","$899,775","$801,173"
Spirits,Tequila,Gold Tequila,"$13,230,184","$10,168,127","$11,923,358","$12,395,635","$11,005,909"
Spirits,Tequila,Mezcal,"$1,301,602","$898,931","$1,299,093","$1,135,103","$1,044,944"
Spirits,Vodka,Flavoured Vodka,"$6,128,636","$4,818,925","$6,262,448","$5,444,032","$5,275,767"
Spirits,Vodka,Straight Vodka,"$64,448,879","$49,853,721","$57,710,224","$60,083,684","$60,249,138"
Spirits,Whisky,American Whiskey,"$4,440,420","$2,752,239","$2,809,603","$2,754,113","$3,882,372"
Spirits,Whisky,Blended Malt Scotch Whisky,"$266,077","$281,678","$212,854","$254,372","$406,663"
Spirits,Whisky,Blended Scotch Whisky,"$11,485,521","$7,572,461","$8,068,380","$7,564,064","$10,066,890"
Spirits,Whisky,Bourbon Whiskey,"$9,095,583","$5,878,635","$6,127,863","$5,608,379","$8,275,999"
Spirits,Whisky,Canadian Whisky,"$38,457,482","$25,561,806","$29,197,301","$29,007,677","$35,412,953"
Spirits,Whisky,Flavoured Whisky,"$1,020,953","$364,651","$328,701","$359,011","$1,054,906"
Spirits,Whisky,Irish Whiskey,"$8,874,455","$5,949,074","$5,316,171","$5,308,816","$7,869,004"
Spirits,Whisky,Other Country Whisky,"$2,851,930","$1,463,444","$1,585,406","$1,249,125","$2,723,834"
Spirits,Whisky,Single Malt Scotch Whisky,"$21,208,820","$11,802,807","$10,572,826","$9,465,169","$19,659,385"
