cat_type,category,subcategory,period,netsales
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2022/23 Q1,124683430
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2022/23 Q2,133075665
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2022/23 Q3,106715981
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2022/23 Q4,102514363
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2023/24 Q1,126536585
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2022/23 Q1,41793256
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2022/23 Q2,44519609
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2022/23 Q3,34364791
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2022/23 Q4,31241292
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2023/24 Q1,39888602
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2022/23 Q1,53290008
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2022/23 Q2,55121263
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2022/23 Q3,45171632
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2022/23 Q4,41590631
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2023/24 Q1,54390783
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2022/23 Q1,45380398
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2022/23 Q2,50638852
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2022/23 Q3,31959025
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2022/23 Q4,32008060
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2023/24 Q1,47603578
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2022/23 Q1,192644
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2022/23 Q2,281629
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2022/23 Q3,156255
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2022/23 Q4,104256
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2023/24 Q1,128899
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2022/23 Q1,772027
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2022/23 Q2,821289
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2022/23 Q3,661189
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2022/23 Q4,558698
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2023/24 Q1,597883
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2022/23 Q1,1310491
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2022/23 Q2,1064503
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2022/23 Q3,1273471
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2022/23 Q4,1365776
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2023/24 Q1,1583505
Beer,Import Beer,Europe Beer,Fiscal 2022/23 Q1,22697308
Beer,Import Beer,Europe Beer,Fiscal 2022/23 Q2,20748354
Beer,Import Beer,Europe Beer,Fiscal 2022/23 Q3,21097466
Beer,Import Beer,Europe Beer,Fiscal 2022/23 Q4,19066654
Beer,Import Beer,Europe Beer,Fiscal 2023/24 Q1,21031388
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2022/23 Q1,3533831
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2022/23 Q2,3701521
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2022/23 Q3,2002320
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2022/23 Q4,1666199
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2023/24 Q1,2742970
Beer,Import Beer,Other Country Beer,Fiscal 2022/23 Q1,524045
Beer,Import Beer,Other Country Beer,Fiscal 2022/23 Q2,333726
Beer,Import Beer,Other Country Beer,Fiscal 2022/23 Q3,488406
Beer,Import Beer,Other Country Beer,Fiscal 2022/23 Q4,529595
Beer,Import Beer,Other Country Beer,Fiscal 2023/24 Q1,615967
Beer,Import Beer,USA Beer,Fiscal 2022/23 Q1,1912419
Beer,Import Beer,USA Beer,Fiscal 2022/23 Q2,2120302
Beer,Import Beer,USA Beer,Fiscal 2022/23 Q3,1523403
Beer,Import Beer,USA Beer,Fiscal 2022/23 Q4,1381857
Beer,Import Beer,USA Beer,Fiscal 2023/24 Q1,1706287
