cat_type,category,subcategory,Fiscal 2019/20 Q2,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"38,251,673","33,130,408","30,563,825","39,291,055","38,920,408"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"8,084,494","6,645,012","6,453,962","6,903,545","8,393,151"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"13,722,264","11,678,288","10,919,419","12,447,824","13,316,866"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"6,292,180","4,736,880","4,639,716","7,434,527","7,188,299"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"31,426","21,552","20,421","16,391","25,442"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"410,219","344,946","282,814","214,671","297,146"
Beer,Import Beer,Asia And South Pacific Beer,"369,860","315,521","288,862","214,849","265,790"
Beer,Import Beer,Europe Beer,"6,251,998","5,937,233","5,087,755","5,727,520","6,129,935"
Beer,Import Beer,Mexico And Caribbean Beer,"3,005,105","1,820,336","1,738,563","3,005,033","3,657,931"
Beer,Import Beer,Other Country Beer,"30,153","19,513","16,286","11,450","13,026"
Beer,Import Beer,USA Beer,"1,645,285","1,203,517","515,338","512,627","410,329"
