cat_type,category,subcategory,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3,Fiscal 2020/21 Q4,Fiscal 2021/22 Q1
Spirits,Other Spirits,Moonshine Spirits,"10,394","11,225","10,256","6,860","7,504"
Spirits,Other Spirits,Ready to Mix Cocktails,"20,196","26,389","18,947","17,838","24,498"
Spirits,Other Spirits,Ready to Serve Cocktails,"53,079","79,321","50,812","40,075","114,953"
Spirits,Other Spirits,Schnapps and Akvavit,"1,260","1,613","2,179","1,197","1,325"
Spirits,Rum,Amber Rum,"221,706","216,062","298,619","189,476","207,218"
Spirits,Rum,Dark Rum,"103,203","101,235","156,239","96,594","102,817"
Spirits,Rum,Flavoured Rum,"29,455","21,623","29,264","16,897","26,419"
Spirits,Rum,Spiced Rum,"271,417","279,900","482,858","200,378","241,691"
Spirits,Rum,White Rum,"316,082","321,881","318,189","238,839","308,715"
Spirits,Tequila,Blanco/Silver Tequila,"121,166","132,349","90,751","90,770","167,570"
Spirits,Tequila,Flavoured Tequila,"6,028","7,325","5,160","4,696","10,753"
Spirits,Tequila,Gold Tequila,"194,402","211,872","146,102","131,559","214,805"
Spirits,Tequila,Mezcal,"8,896","9,512","8,895","8,976","10,364"
Spirits,Vodka,Flavoured Vodka,"327,517","257,397","189,731","147,873","233,250"
Spirits,Vodka,Straight Vodka,"2,297,496","2,330,362","2,288,208","1,854,826","2,215,775"
Spirits,Whisky,American Whiskey,"68,165","64,234","79,581","55,778","66,680"
Spirits,Whisky,Blended Malt Scotch Whisky,"3,104","2,455","4,258","2,816","2,651"
Spirits,Whisky,Blended Scotch Whisky,"264,215","228,528","315,250","231,231","237,906"
Spirits,Whisky,Bourbon Whiskey,"114,315","110,203","158,453","110,216","122,763"
Spirits,Whisky,Canadian Whisky,"1,195,118","1,080,519","1,388,331","943,085","1,108,725"
Spirits,Whisky,Flavoured Whisky,"1,791","9,570","15,887","4,770","5,990"
Spirits,Whisky,Irish Whiskey,"99,621","115,395","173,446","137,428","113,590"
Spirits,Whisky,Other Country Whisky,"13,020","14,287","23,103","16,209","14,761"
Spirits,Whisky,Single Malt Scotch Whisky,"131,796","112,743","231,565","113,693","128,020"
