cat_type,category,subcategory,Fiscal 2017/18 Q2,Fiscal 2017/18 Q3,Fiscal 2017/18 Q4,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2
Spirits,Other Spirits,Moonshine Spirits,"6,942","6,417","6,607","6,974","8,279"
Spirits,Other Spirits,Ready to Mix Cocktails,"35,090","27,591","22,919","30,862","31,639"
Spirits,Other Spirits,Ready to Serve Cocktails,"29,529","28,246","16,750","27,109","25,140"
Spirits,Other Spirits,Schnapps and Akvavit,"2,002","2,220","1,760","1,518","1,572"
Spirits,Rum,Amber Rum,"204,508","296,165","164,286","183,988","200,798"
Spirits,Rum,Dark Rum,"103,024","165,587","92,154","101,140","98,938"
Spirits,Rum,Flavoured Rum,"16,144","9,530","12,501","12,676","12,736"
Spirits,Rum,Spiced Rum,"269,840","446,494","208,228","240,137","272,192"
Spirits,Rum,White Rum,"327,344","383,599","226,383","312,220","321,004"
Spirits,Tequila,Blanco/Silver Tequila,"91,446","66,473","63,125","92,524","98,282"
Spirits,Tequila,Flavoured Tequila,"3,899","2,458","2,224","3,646","3,550"
Spirits,Tequila,Gold Tequila,"192,453","143,378","126,999","183,199","190,656"
Spirits,Tequila,Mezcal,"2,295","2,634","2,454","4,120","5,066"
Spirits,Vodka,Flavoured Vodka,"143,012","138,406","100,193","138,375","139,646"
Spirits,Vodka,Straight Vodka,"2,153,137","2,235,673","1,741,358","2,112,738","2,205,020"
Spirits,Whisky,American Whiskey,"76,838","98,196","62,894","66,946","71,604"
Spirits,Whisky,Blended Malt Scotch Whisky,"1,323","2,425","2,056","1,506","1,551"
Spirits,Whisky,Blended Scotch Whisky,"238,944","305,790","226,738","242,974","221,138"
Spirits,Whisky,Bourbon Whiskey,"86,791","120,139","92,219","91,616","92,681"
Spirits,Whisky,Canadian Whisky,"1,052,959","1,364,864","907,759","1,071,666","1,075,929"
Spirits,Whisky,Flavoured Whisky,560,"2,758","7,847",723,739
Spirits,Whisky,Irish Whiskey,"85,615","134,401","115,413","88,955","100,793"
Spirits,Whisky,Other Country Whisky,"7,258","11,497","8,233","8,945","11,487"
Spirits,Whisky,Single Malt Scotch Whisky,"109,444","207,554","103,089","114,979","106,969"
