cat_type,category,subcategory,period,litres
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2018/19 Q2,43396782
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2018/19 Q3,35977164
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2018/19 Q4,31168316
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2019/20 Q1,40078374
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2019/20 Q2,37907354
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2018/19 Q2,8995528
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2018/19 Q3,7246748
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2018/19 Q4,7147487
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2019/20 Q1,8895633
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2019/20 Q2,9271917
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2018/19 Q2,11963398
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2018/19 Q3,10411559
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2018/19 Q4,9546472
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2019/20 Q1,12765262
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2019/20 Q2,12835421
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2018/19 Q2,5973974
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2018/19 Q3,4309242
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2018/19 Q4,3775363
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2019/20 Q1,7168224
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2019/20 Q2,6223247
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2018/19 Q2,76533
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2018/19 Q3,51030
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2018/19 Q4,51519
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2019/20 Q1,61039
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2019/20 Q2,62891
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2018/19 Q2,530263
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2018/19 Q3,500695
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2018/19 Q4,414468
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2019/20 Q1,465329
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2019/20 Q2,445220
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2018/19 Q2,364684
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2018/19 Q3,301241
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2018/19 Q4,304766
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2019/20 Q1,329232
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2019/20 Q2,368389
Beer,Import Beer,Europe Beer,Fiscal 2018/19 Q2,6444397
Beer,Import Beer,Europe Beer,Fiscal 2018/19 Q3,6056641
Beer,Import Beer,Europe Beer,Fiscal 2018/19 Q4,5125225
Beer,Import Beer,Europe Beer,Fiscal 2019/20 Q1,6215198
Beer,Import Beer,Europe Beer,Fiscal 2019/20 Q2,6250385
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2018/19 Q2,3062182
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2018/19 Q3,1616894
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2018/19 Q4,1460046
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2019/20 Q1,2838126
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2019/20 Q2,3005965
Beer,Import Beer,Other Country Beer,Fiscal 2018/19 Q2,49205
Beer,Import Beer,Other Country Beer,Fiscal 2018/19 Q3,32598
Beer,Import Beer,Other Country Beer,Fiscal 2018/19 Q4,26678
Beer,Import Beer,Other Country Beer,Fiscal 2019/20 Q1,24598
Beer,Import Beer,Other Country Beer,Fiscal 2019/20 Q2,30153
Beer,Import Beer,USA Beer,Fiscal 2018/19 Q2,1733292
Beer,Import Beer,USA Beer,Fiscal 2018/19 Q3,1358432
Beer,Import Beer,USA Beer,Fiscal 2018/19 Q4,1054268
Beer,Import Beer,USA Beer,Fiscal 2019/20 Q1,1572001
Beer,Import Beer,USA Beer,Fiscal 2019/20 Q2,1644751
