cat_type,category,subcategory,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2,FY2025Q3
Wine,China Wine,China Fruit and Dessert Wine,12102,13450,12225,7279,10928
Wine,China Wine,China Red Wine,7589,9551,125,251,793
Wine,China Wine,China White Wine,3263,2791,125,125,251
Wine,Fortified Wine,Other Fortified Domestic Wine,762327,630077,621728,831142,804532
Wine,Fortified Wine,Other Fortified Import Wine,574435,385159,331262,302519,444144
Wine,Fortified Wine,Port Wine,1156794,470324,434341,492996,1123245
Wine,Fortified Wine,Sherry Wine,488820,227309,235806,211104,471357
Wine,Fortified Wine,Vermouth Wine,996093,807790,862885,847477,1028428
Wine,France Wine,France Champagne Wine,8198289,2611539,3293085,4275605,7626297
Wine,France Wine,France Fruit and Dessert Wine,48391,18204,9128,51886,17601
Wine,France Wine,France Red Wine,9979420,7257802,6108637,10871149,9243467
Wine,France Wine,France Rose Wine,1961643,1771982,4281462,4493437,2066788
Wine,France Wine,France Sparkling Wine,1279580,631890,822712,940650,1177008
Wine,France Wine,France White Wine,5062315,4089463,5115486,5135959,5342684
Wine,Georgia Wine,Georgia Red Wine,104239,86855,77163,60762,112556
Wine,Georgia Wine,Georgia Rose Wine,3414,2140,1586,399,3346
Wine,Georgia Wine,Georgia Sparkling Wine,644,3648,3865,1288,1503
Wine,Georgia Wine,Georgia White Wine,18001,18432,19242,15880,16017
Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,0,1560,0
Wine,Germany Wine,Germany Red Wine,43586,47341,37182,34209,37563
Wine,Germany Wine,Germany Rose Wine,5995,5952,6625,5821,0
Wine,Germany Wine,Germany Sparkling Wine,1366618,460401,784746,558139,1132392
Wine,Germany Wine,Germany White Wine,1225868,814434,803004,858105,1133017
Wine,Greece Wine,Greece Fruit and Dessert Wine,0,0,3658,0,0
Wine,Greece Wine,Greece Red Wine,144188,100145,129090,79848,133077
Wine,Greece Wine,Greece Rose Wine,8532,10545,21174,20167,12714
Wine,Greece Wine,Greece Sparkling Wine,6107,6335,3644,3838,6997
Wine,Greece Wine,Greece White Wine,79001,99810,171754,118999,99102
Wine,Hungary Wine,Hungary Fruit and Dessert Wine,34344,22444,18354,18675,20985
Wine,Hungary Wine,Hungary Red Wine,36097,17227,14170,16365,19191
Wine,Hungary Wine,Hungary Rose Wine,900,2293,300,901,78
Wine,Hungary Wine,Hungary Sparkling Wine,148897,65846,89877,103994,100965
Wine,Hungary Wine,Hungary White Wine,101404,113599,58399,84220,80828
Wine,Israel Wine,Israel Red Wine,32488,26537,37032,24376,31926
Wine,Israel Wine,Israel Rose Wine,2670,2428,6318,4379,1521
Wine,Israel Wine,Israel White Wine,7755,8359,10757,6102,4829
Wine,Italy Wine,Italy Fruit and Dessert Wine,9703,11209,12611,14910,15493
Wine,Italy Wine,Italy Red Wine,17558355,11955774,11191726,10791407,16392718
Wine,Italy Wine,Italy Rose Wine,193900,238502,440735,431305,194667
Wine,Italy Wine,Italy Sparkling Wine,2888118,1787555,2318491,2526075,2910885
Wine,Italy Wine,Italy White Wine,6573241,5341632,6195322,6545400,6471505
Wine,Italy Wine,Prosecco Wine,11704200,4347209,7031176,7885962,10808800
Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,0,0,816
Wine,New Zealand Wine,New Zealand Red Wine,875999,370169,495618,504934,671656
Wine,New Zealand Wine,New Zealand Rose Wine,228496,191224,395464,388213,190718
Wine,New Zealand Wine,New Zealand Sparkling Wine,154273,59155,65685,65406,143345
Wine,New Zealand Wine,New Zealand White Wine,13870196,8345169,13724700,12427887,14734729
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,441174,362371,336479,325207,390864
Wine,Other Country Wine,Other Country Red Wine,160136,122488,121584,123044,168474
Wine,Other Country Wine,Other Country Rose Wine,11373,10921,20834,20075,9597
Wine,Other Country Wine,Other Country Sparkling Wine,21687,12927,28438,26997,26056
Wine,Other Country Wine,Other Country White Wine,84881,57913,77055,90144,91152
Wine,Other Style Wine,Aperitif And Flavoured Wine,86115,73779,74441,73867,96296
Wine,Other Style Wine,Mead,143840,182956,148338,298847,164926
Wine,Other Style Wine,Rice Wine,82786,87451,69799,68782,76682
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,8361,3117,1295,351,1737
Wine,Portugal Wine,Portugal Red Wine,1313471,1236324,1257453,953129,1405792
Wine,Portugal Wine,Portugal Rose Wine,212148,155168,271702,285855,218594
Wine,Portugal Wine,Portugal Sparkling Wine,5419,6038,7528,4606,2703
Wine,Portugal Wine,Portugal White Wine,464235,416190,635468,758659,445330
Wine,Sake,Japan Sake,2461888,2141909,1988730,2099259,2458376
Wine,Sake,Other Country Sake,87896,71641,87092,135215,136869
Wine,Sake,USA Sake,766990,747507,681661,576542,718437
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,9559,0,211,633,633
Wine,South Africa Wine,South Africa Red Wine,961410,780897,793956,681854,976007
Wine,South Africa Wine,South Africa Rose Wine,32174,28702,40245,49933,20884
Wine,South Africa Wine,South Africa Sparkling Wine,3093,11972,3002,4402,2550
Wine,South Africa Wine,South Africa White Wine,972630,962011,944501,1049252,959037
Wine,Spain Wine,Spain Fruit and Dessert Wine,10927,11863,12277,11577,12766
Wine,Spain Wine,Spain Red Wine,4426096,3599422,3175143,3314456,3991021
Wine,Spain Wine,Spain Rose Wine,134670,189823,203404,240980,112251
Wine,Spain Wine,Spain Sparkling Wine,2144225,1092035,1164367,1336991,2001632
Wine,Spain Wine,Spain White Wine,468011,410746,538706,502366,471792
Wine,USA Wine,USA Fruit and Dessert Wine,662,503,686,545,1837
Wine,USA Wine,USA Red Wine,33069125,20373503,23361096,19999574,32259863
Wine,USA Wine,USA Rose Wine,873890,781039,855410,924103,704739
Wine,USA Wine,USA Sparkling Wine,209722,124984,148985,251012,393374
Wine,USA Wine,USA White Wine,7113235,5682798,7029379,7268155,7111420
