cat_type,category,subcategory,Fiscal 2015/16 Q2,Fiscal 2015/16 Q3,Fiscal 2015/16 Q4,Fiscal 2016/17 Q1,Fiscal 2016/17 Q2
Spirits,Other Spirits,Moonshine Spirits,"$218,267","$235,166","$130,731","$145,670","$157,337"
Spirits,Other Spirits,Ready to Mix Cocktails,"$775,101","$556,356","$516,208","$695,285","$720,675"
Spirits,Other Spirits,Ready to Serve Cocktails,"$554,516","$482,163","$339,078","$567,707","$780,833"
Spirits,Other Spirits,Schnapps and Akvavit,"$65,349","$118,716","$60,085","$68,686","$95,172"
Spirits,Rum,Amber Rum,"$5,798,807","$8,234,116","$4,296,969","$5,483,571","$5,806,009"
Spirits,Rum,Dark Rum,"$2,825,395","$4,292,372","$2,527,308","$2,652,896","$2,799,967"
Spirits,Rum,Flavoured Rum,"$262,277","$206,954","$168,901","$408,285","$516,561"
Spirits,Rum,Spiced Rum,"$7,832,219","$12,412,594","$5,737,288","$7,415,859","$7,919,973"
Spirits,Rum,White Rum,"$8,643,607","$9,398,007","$6,075,708","$8,026,962","$8,210,311"
Spirits,Tequila,Blanco/Silver Tequila,"$2,035,616","$1,867,893","$1,507,352","$2,438,246","$2,542,249"
Spirits,Tequila,Flavoured Tequila,"$117,312","$160,767","$132,294","$197,884","$208,137"
Spirits,Tequila,Gold Tequila,"$5,527,895","$4,508,827","$3,564,290","$5,314,832","$5,597,179"
Spirits,Tequila,Mezcal,"$83,181","$73,055","$77,566","$147,826","$110,682"
Spirits,Vodka,Flavoured Vodka,"$3,733,985","$3,608,460","$2,662,667","$3,399,281","$3,558,099"
Spirits,Vodka,Straight Vodka,"$51,157,090","$54,884,905","$40,390,778","$50,825,874","$52,514,815"
Spirits,Whisky,American Whiskey,"$2,339,247","$3,016,063","$1,995,465","$2,354,714","$2,460,703"
Spirits,Whisky,Blended Malt Scotch Whisky,"$54,434","$124,056","$71,808","$76,779","$60,601"
Spirits,Whisky,Blended Scotch Whisky,"$6,971,000","$9,284,541","$6,342,897","$7,458,266","$7,088,450"
Spirits,Whisky,Bourbon Whiskey,"$2,467,404","$3,372,322","$2,816,790","$2,767,776","$2,824,776"
Spirits,Whisky,Canadian Whisky,"$24,635,813","$34,234,764","$22,710,545","$25,159,213","$28,638,879"
Spirits,Whisky,Flavoured Whisky,"$48,120","$53,451","$55,573","$18,575","$37,533"
Spirits,Whisky,Irish Whiskey,"$2,010,578","$3,504,687","$2,729,418","$2,155,405","$2,454,957"
Spirits,Whisky,Other Country Whisky,"$265,458","$833,107","$430,295","$442,332","$534,829"
Spirits,Whisky,Single Malt Scotch Whisky,"$7,156,578","$14,892,974","$7,429,628","$8,210,736","$7,529,757"
