cat_type,category,subcategory,FY2024Q2,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2
Wine,South Africa Wine,South Africa Rose Wine,90010,32174,28702,40245,49933
Wine,South Africa Wine,South Africa Sparkling Wine,2998,3093,11972,3002,4402
Wine,South Africa Wine,South Africa White Wine,1158240,972630,962011,944501,1049252
Wine,Spain Wine,Spain Fruit and Dessert Wine,14192,10927,11863,12277,11577
Wine,Spain Wine,Spain Red Wine,3197428,4424975,3599142,3174836,3313840
Wine,Spain Wine,Spain Rose Wine,291627,134670,189823,203404,240980
Wine,Spain Wine,Spain Sparkling Wine,1402612,2144225,1092035,1164367,1336991
Wine,Spain Wine,Spain White Wine,524502,469132,411026,539014,502982
Wine,USA Wine,USA Fruit and Dessert Wine,3813,662,503,686,545
Wine,USA Wine,USA Red Wine,23384390,33069125,20373503,23361096,19999574
Wine,USA Wine,USA Rose Wine,1188933,873890,781039,855410,924103
Wine,USA Wine,USA Sparkling Wine,153019,209722,124984,148985,251012
Wine,USA Wine,USA White Wine,6963030,7113235,5682798,7029379,7268155
