cat_type,category,subcategory,FY2024Q2,FY2024Q3,FY2024Q4,FY2025Q1,FY2025Q2
Wine,Argentina Wine,Argentina Red Wine,5761332,8597038,6363956,5672540,5479716
Wine,Argentina Wine,Argentina Rose Wine,110009,44794,42009,104550,105396
Wine,Argentina Wine,Argentina Sparkling Wine,11257,13760,9051,6592,10974
Wine,Argentina Wine,Argentina White Wine,443256,375046,274184,292790,324104
Wine,Australia Wine,Australia Fruit and Dessert Wine,192,192,192,520,192
Wine,Australia Wine,Australia Red Wine,5599869,7577918,5656830,6108347,5393024
Wine,Australia Wine,Australia Rose Wine,302442,358304,221624,290981,230973
Wine,Australia Wine,Australia Sparkling Wine,782227,1413161,659670,792734,770180
Wine,Australia Wine,Australia White Wine,4038169,4125035,3248239,3918695,3715642
Wine,Austria Wine,Austria Fruit and Dessert Wine,2245,3013,4658,4474,2779
Wine,Austria Wine,Austria Red Wine,37856,52720,44125,34782,35434
Wine,Austria Wine,Austria Rose Wine,10990,8098,5488,5309,9542
Wine,Austria Wine,Austria Sparkling Wine,4416,1978,1781,3324,5270
Wine,Austria Wine,Austria White Wine,123660,84281,90942,88325,116264
Wine,Bulgaria Wine,Bulgaria Red Wine,0,0,0,0,0
Wine,Bulgaria Wine,Bulgaria Rose Wine,0,0,0,0,0
Wine,Bulgaria Wine,Bulgaria White Wine,0,0,0,0,0
Wine,Canada - BC,Canada - BC Dessert Wine,161975,148,228,129770,320969
Wine,Canada - BC,Canada - BC Fruit Wine,1633203,1154577,648646,898196,1402655
Wine,Canada - BC,Canada - BC Ice Wine,1226587,774387,715424,742252,1118280
Wine,Canada - BC,Canada - BC Red Wine,65280453,67131178,51336459,51095963,60749895
Wine,Canada - BC,Canada - BC Rose Wine,14165163,6409823,6530375,10762040,12985956
Wine,Canada - BC,Canada - BC Sparkling Wine,6194297,5055816,3661425,5299050,6791460
Wine,Canada - BC,Canada - BC White Wine,67097423,54390476,46150263,54224991,62688434
Wine,Canada - Other,Canada - Other Dessert Wine,8229,7359,4198,4503,6752
Wine,Canada - Other,Canada - Other Fruit Wine,3732,1860,2453,2498,4724
Wine,Canada - Other,Canada - Other Ice Wine,887606,612367,779586,599585,573495
Wine,Canada - Other,Canada - Other Red Wine,241275,230550,247535,253242,318354
Wine,Canada - Other,Canada - Other Rose Wine,48036,31007,51054,100155,83292
Wine,Canada - Other,Canada - Other Sparkling Wine,387758,638791,371277,541032,535291
Wine,Canada - Other,Canada - Other White Wine,511006,478198,397159,594583,485133
Wine,Chile Wine,Chile Fruit and Dessert Wine,959,959,160,320,640
Wine,Chile Wine,Chile Red Wine,6491489,8648468,6528574,5761819,6136002
Wine,Chile Wine,Chile Rose Wine,524962,348766,353409,742419,697032
Wine,Chile Wine,Chile Sparkling Wine,60016,81150,52629,40166,43468
Wine,Chile Wine,Chile White Wine,3712499,3423930,3173340,3420081,3845838
Wine,China Wine,China Fruit and Dessert Wine,14792,12102,13450,12225,7279
Wine,China Wine,China Red Wine,0,7589,9551,125,251
Wine,China Wine,China White Wine,125,3263,2791,125,125
Wine,Fortified Wine,Other Fortified Domestic Wine,804351,762327,630077,621728,831063
Wine,Fortified Wine,Other Fortified Import Wine,365649,574435,385159,331262,302519
Wine,Fortified Wine,Port Wine,503862,1156794,470324,434341,492996
Wine,Fortified Wine,Sherry Wine,197580,488820,227309,235806,211104
Wine,Fortified Wine,Vermouth Wine,803255,996093,807790,862885,845878
Wine,France Wine,France Champagne Wine,5114824,8198289,2611539,3293085,4275605
Wine,France Wine,France Fruit and Dessert Wine,25939,48391,18204,9128,51886
Wine,France Wine,France Red Wine,13698394,9979420,7255428,6106737,10868773
Wine,France Wine,France Rose Wine,4306753,1961643,1771982,4281462,4493437
Wine,France Wine,France Sparkling Wine,713098,1279580,631890,822712,940650
Wine,France Wine,France White Wine,5062315,4091,837,5117386,5138335
Wine,Georgia Wine,Georgia Red Wine,56838,104239,86855,77163,60762
Wine,Georgia Wine,Georgia Rose Wine,593,3414,2140,1586,399
Wine,Georgia Wine,Georgia Sparkling Wine,419,644,3648,3865,1288
Wine,Georgia Wine,Georgia White Wine,6505,18001,18432,19242,15880
Wine,Germany Wine,Germany Fruit and Dessert Wine,0,0,0,0,1560
Wine,Germany Wine,Germany Red Wine,42567,43586,47341,37182,34209
Wine,Germany Wine,Germany Rose Wine,11115,5995,5952,6625,5821
Wine,Germany Wine,Germany Sparkling Wine,706346,1366618,460401,784746,558139
Wine,Germany Wine,Germany White Wine,954882,1225868,814434,803004,858105
Wine,Greece Wine,Greece Fruit and Dessert Wine,0,0,0,3658,0
Wine,Greece Wine,Greece Red Wine,101528,144188,100145,129090,79848
Wine,Greece Wine,Greece Rose Wine,12065,8532,10545,21174,20167
Wine,Greece Wine,Greece Sparkling Wine,7415,6107,6335,3644,3838
Wine,Greece Wine,Greece White Wine,114711,79001,99810,171754,118999
Wine,Hungary Wine,Hungary Fruit and Dessert Wine,16064,34344,22444,18354,18675
Wine,Hungary Wine,Hungary Red Wine,17183,36097,17227,14170,16365
Wine,Hungary Wine,Hungary Rose Wine,900,900,2293,300,901
Wine,Hungary Wine,Hungary Sparkling Wine,188912,148897,65846,89877,103994
Wine,Hungary Wine,Hungary White Wine,126272,101404,113599,58399,84220
Wine,Israel Wine,Israel Red Wine,42671,32488,26537,37032,24376
Wine,Israel Wine,Israel Rose Wine,6797,2670,2428,6318,4379
Wine,Israel Wine,Israel White Wine,15393,7755,8359,10757,6102
Wine,Italy Wine,Italy Fruit and Dessert Wine,6261,9703,11209,12611,14910
Wine,Italy Wine,Italy Red Wine,10630455,17558355,11955774,11191726,10791407
Wine,Italy Wine,Italy Rose Wine,488863,193900,238502,440735,431305
Wine,Italy Wine,Italy Sparkling Wine,2387385,2888118,1787555,2318491,2526075
Wine,Italy Wine,Italy White Wine,6162314,6573241,5341632,6195322,6545400
Wine,Italy Wine,Prosecco Wine,7516522,11704200,4347209,7031176,7885962
Wine,New Zealand Wine,New Zealand Fruit and Dessert Wine,0,0,0,0,0
Wine,New Zealand Wine,New Zealand Red Wine,508083,875999,370169,495618,504934
Wine,New Zealand Wine,New Zealand Rose Wine,471778,228496,191224,395464,388213
Wine,New Zealand Wine,New Zealand Sparkling Wine,75202,154273,59155,65685,65406
Wine,New Zealand Wine,New Zealand White Wine,13870196,8345169,13724700,12427,887
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,355128,441174,362371,336479,325207
Wine,Other Country Wine,Other Country Red Wine,104571,160136,122488,121584,123044
Wine,Other Country Wine,Other Country Rose Wine,22694,11373,10921,20834,20075
Wine,Other Country Wine,Other Country Sparkling Wine,14378,21687,12927,28438,26997
Wine,Other Country Wine,Other Country White Wine,45937,84881,57913,77055,90144
Wine,Other Style Wine,Aperitif And Flavoured Wine,62753,86115,73779,74441,73867
Wine,Other Style Wine,Mead,232168,143840,182956,148338,298847
Wine,Other Style Wine,Rice Wine,62604,82786,87451,69799,68782
Wine,Portugal Wine,Portugal Fruit and Dessert Wine,2442,8361,3117,1295,351
Wine,Portugal Wine,Portugal Red Wine,1129249,1313471,1236324,1257453,953129
Wine,Portugal Wine,Portugal Rose Wine,284590,212148,155168,271702,285855
Wine,Portugal Wine,Portugal Sparkling Wine,7307,5419,6038,7528,4606
Wine,Portugal Wine,Portugal White Wine,811388,464235,416190,635468,758659
Wine,Sake,Japan Sake,2179934,2461888,2141909,1988730,2099259
Wine,Sake,Other Country Sake,100877,87896,71641,87092,135060
Wine,Sake,USA Sake,597269,766990,747507,681661,576542
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,4789,9559,0,211,633
Wine,South Africa Wine,South Africa Red Wine,798014,961410,780897,793956,681854
