cat_type,category,subcategory,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3
Wine,Portugal Wine,Portugal White Wine,"32,985","31,765","55,768","52,170","34,410"
Wine,Sake,Japan Sake,"47,426","48,863","36,919","47,865","52,479"
Wine,Sake,Other Country Sake,"3,994","3,497","3,109","4,171","3,559"
Wine,Sake,USA Sake,"91,112","88,246","51,422","63,481","75,611"
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,0,0,0,0,14
Wine,South Africa Wine,South Africa Red Wine,"138,668","127,665","98,249","82,302","112,706"
Wine,South Africa Wine,South Africa Rose Wine,"1,404",459,"8,817","9,759","2,693"
Wine,South Africa Wine,South Africa Sparkling Wine,225,364,342,261,180
Wine,South Africa Wine,South Africa White Wine,"97,239","83,222","86,636","73,686","80,880"
Wine,Spain Wine,Spain Fruit and Dessert Wine,434,171,216,171,160
Wine,Spain Wine,Spain Red Wine,"454,970","397,218","428,196","478,876","365,282"
Wine,Spain Wine,Spain Rose Wine,"22,232","38,117","53,306","72,780","21,238"
Wine,Spain Wine,Spain Sparkling Wine,"119,411","54,127","56,728","69,401","114,261"
Wine,Spain Wine,Spain White Wine,"71,543","65,032","69,413","102,884","39,288"
Wine,USA Wine,USA Fruit and Dessert Wine,40,41,19,130,68
Wine,USA Wine,USA Red Wine,"1,567,241","1,099,413","1,168,106","1,066,034","1,716,754"
Wine,USA Wine,USA Rose Wine,"126,483","116,366","188,720","146,290","128,826"
Wine,USA Wine,USA Sparkling Wine,"24,955","13,438","13,898","14,560","20,342"
Wine,USA Wine,USA White Wine,"467,519","406,236","474,612","481,152","450,023"
