cat_type,category,subcategory,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2,Fiscal 2023/24 Q3,Fiscal 2023/24 Q4,Fiscal 2024/25 Q1
Spirits,Other Spirits,Moonshine Spirits,"14,043","15,223","15,069","11,410","11,808"
Spirits,Other Spirits,Ready to Mix Cocktails,"32,202","29,918","25,622","24,980","27,133"
Spirits,Other Spirits,Ready to Serve Cocktails,"121,177","128,203","64,896","60,960","124,735"
Spirits,Other Spirits,Schnapps and Akvavit,999,957,"1,242",877,874
Spirits,Rum,Amber Rum,"187,451","199,497","273,174","148,687","176,788"
Spirits,Rum,Dark Rum,"93,784","87,920","132,072","85,054","84,633"
Spirits,Rum,Flavoured Rum,"17,730","14,893","12,276","10,033","10,955"
Spirits,Rum,Spiced Rum,"231,622","247,267","415,689","184,954","219,930"
Spirits,Rum,White Rum,"296,783","307,734","311,255","208,592","281,491"
Spirits,Tequila,Blanco/Silver Tequila,"222,207","236,423","174,654","148,923","210,349"
Spirits,Tequila,Flavoured Tequila,"17,020","18,476","12,890","10,364","18,072"
Spirits,Tequila,Gold Tequila,"236,152","231,150","192,495","151,754","221,990"
Spirits,Tequila,Mezcal,"17,896","16,816","15,564","14,742","16,769"
Spirits,Vodka,Flavoured Vodka,"201,066","178,085","167,956","122,220","145,921"
Spirits,Vodka,Straight Vodka,"2,172,417","2,244,285","2,262,499","1,848,933","2,068,054"
Spirits,Whisky,American Whiskey,"70,669","70,639","88,821","65,037","73,116"
Spirits,Whisky,Blended Malt Scotch Whisky,"3,268","3,793","5,554","3,309","3,365"
Spirits,Whisky,Blended Scotch Whisky,"233,563","214,461","262,227","198,001","220,489"
Spirits,Whisky,Bourbon Whiskey,"134,987","124,108","171,050","119,428","136,296"
Spirits,Whisky,Canadian Whisky,"1,083,582","1,067,432","1,297,095","917,874","1,066,909"
Spirits,Whisky,Flavoured Whisky,"9,403","8,828","29,818","21,533","17,906"
Spirits,Whisky,Irish Whiskey,"134,393","134,551","190,610","149,786","115,937"
Spirits,Whisky,Other Country Whisky,"18,580","14,741","25,215","14,428","19,022"
Spirits,Whisky,Single Malt Scotch Whisky,"116,753","101,420","184,334","87,416","107,401"
