cat_type,category,subcategory,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1
Spirits,Other Spirits,Moonshine Spirits,"$381,575","$406,568","$656,506","$390,965","$641,873"
Spirits,Other Spirits,Ready to Mix Cocktails,"$653,454","$532,448","$561,077","$506,119","$628,568"
Spirits,Other Spirits,Ready to Serve Cocktails,"$1,591,415","$1,715,017","$1,677,079","$1,238,963","$2,497,464"
Spirits,Other Spirits,Schnapps and Akvavit,"$58,585","$39,800","$71,312","$42,768","$42,066"
Spirits,Rum,Amber Rum,"$6,346,520","$6,023,552","$9,370,492","$5,203,086","$5,683,599"
Spirits,Rum,Dark Rum,"$3,012,374","$2,530,120","$4,636,316","$2,379,644","$2,625,621"
Spirits,Rum,Flavoured Rum,"$773,320","$673,294","$771,760","$490,232","$502,578"
Spirits,Rum,Spiced Rum,"$7,656,607","$7,374,748","$14,089,515","$6,277,696","$6,968,589"
Spirits,Rum,White Rum,"$7,250,317","$7,349,438","$7,933,138","$5,733,294","$7,170,324"
Spirits,Tequila,Blanco/Silver Tequila,"$9,058,701","$9,825,731","$9,194,962","$7,009,150","$10,540,593"
Spirits,Tequila,Flavoured Tequila,"$458,135","$345,750","$812,776","$535,606","$834,421"
Spirits,Tequila,Gold Tequila,"$12,813,947","$12,625,685","$13,230,184","$10,168,127","$11,923,358"
Spirits,Tequila,Mezcal,"$1,105,069","$925,485","$1,301,602","$898,931","$1,299,093"
Spirits,Vodka,Flavoured Vodka,"$6,438,484","$6,031,555","$6,128,636","$4,818,925","$6,261,791"
Spirits,Vodka,Straight Vodka,"$57,855,947","$58,375,356","$64,448,879","$49,853,721","$57,709,408"
Spirits,Whisky,American Whiskey,"$3,149,190","$2,408,393","$4,440,420","$2,752,239","$2,809,603"
Spirits,Whisky,Blended Malt Scotch Whisky,"$200,629","$165,290","$266,077","$281,678","$212,854"
Spirits,Whisky,Blended Scotch Whisky,"$8,644,177","$6,798,876","$11,485,521","$7,572,461","$8,068,380"
Spirits,Whisky,Bourbon Whiskey,"$6,766,552","$4,851,660","$9,095,583","$5,878,635","$6,127,863"
Spirits,Whisky,Canadian Whisky,"$30,370,202","$27,130,141","$38,457,482","$25,561,806","$29,187,491"
Spirits,Whisky,Flavoured Whisky,"$298,432","$237,687","$1,020,953","$364,651","$328,701"
Spirits,Whisky,Irish Whiskey,"$5,305,687","$5,118,210","$8,874,455","$5,949,074","$5,316,171"
Spirits,Whisky,Other Country Whisky,"$1,868,961","$965,549","$2,851,930","$1,463,444","$1,585,406"
Spirits,Whisky,Single Malt Scotch Whisky,"$13,539,095","$8,287,972","$21,208,820","$11,802,807","$10,572,826"
